State Rank,NEET Rank,Percentile,NEET Score,Final Score,Gender,Category,Local,EWS,Minority
4157,103312,94.8819678,505,505,M,BCD,AU,No,No
4158,103318,94.8819678,505,505,M,BCC,OU,No,No
4159,103328,94.8819678,505,505,M,OC,SVU,No,MSM
4160,103337,94.8819678,505,505,F,BCB,OU,No,No
4161,103360,94.8819678,505,505,F,OC,AU,No,No
4162,103371,94.8819678,505,505,F,SC,AU,No,No
4163,103387,94.8819678,505,505,F,BCE,OU,No,MSM
4164,103392,94.8819678,505,505,F,OC,OU,No,No
4165,103396,94.8819678,505,505,M,BCB,OU,No,No
4166,103407,94.8819678,505,505,M,OC,OU,No,No
4167,103435,94.8819678,505,505,F,BCA,AU,No,No
4168,103479,94.8819678,505,505,F,BCB,AU,No,No
4169,103484,94.8819678,505,505,F,OC,OU,No,No
4170,103491,94.8819678,505,505,F,BCB,OU,No,No
4171,103494,94.8819678,505,505,F,BCB,OU,No,No
4172,103530,94.8819678,505,505,F,BCA,AU,No,No
4173,103532,94.8819678,505,505,F,OC,AU,No,No
4174,103561,94.8819678,505,505,F,OC,OU,No,No
4175,103567,94.8819678,505,505,M,OC,AU,No,No
4176,103573,94.8819678,505,505,F,OC,SVU,No,No
4177,103586,94.8819678,505,505,F,BCD,AU,No,No
4178,103612,94.8819678,505,505,M,OC,OU,No,No
4179,103629,94.8819678,505,505,M,BCB,SVU,No,No
4180,103661,94.8819678,505,505,F,OC,OU,No,No
4181,103666,94.8819678,505,505,F,BCB,AU,No,No
4182,103691,94.8819678,505,505,F,BCD,SVU,No,No
4183,103695,94.8819678,505,505,M,ST,OU,No,No
4184,103710,94.8819678,505,505,M,ST,OU,No,No
4185,103713,94.8819678,505,505,M,ST,OU,No,No
4186,103723,94.8819678,505,505,F,BCE,OU,No,MSM
4187,103727,94.8819678,505,505,F,BCE,OU,No,MSM
4188,103731,94.8819678,505,505,F,OC,OU,No,No
4189,103739,94.8819678,505,505,M,OC,AU,No,No
4190,103753,94.8819678,505,505,M,OC,SVU,No,No
4191,103780,94.8819678,505,505,M,OC,OU,No,No
4192,103783,94.8819678,505,505,F,BCB,SVU,No,No
4193,103796,94.8819678,505,505,F,BCD,OU,No,No
4194,103809,94.8819678,505,505,F,OC,AU,No,No
4195,103822,94.8819678,505,505,M,BCD,OU,No,No
4196,103835,94.8819678,505,505,F,BCC,AU,No,No
4197,103841,94.8819678,505,505,M,BCB,OU,No,No
4198,103870,94.8819678,505,505,F,BCD,SVU,No,No
4199,103873,94.8819678,505,505,M,BCD,OU,No,No
4200,103883,94.8819678,505,505,F,BCE,OU,No,MSM
4201,103894,94.8819678,505,505,F,OC,SVU,No,No
4202,103906,94.8819678,505,505,M,BCE,OU,No,MSM
4203,103919,94.8819678,505,505,M,OC,OU,No,No
4204,103929,94.8819678,505,505,F,OC,SVU,No,No
4205,104009,94.8819678,505,505,F,OC,OU,No,No
4206,104041,94.8819678,505,505,M,OC,OU,No,No
4207,104044,94.8819678,505,505,F,OC,OU,No,No
4208,104064,94.8819678,505,505,F,BCB,SVU,No,No
4209,104068,94.8819678,505,505,M,OC,AU,No,No
4210,104093,94.8819678,505,505,F,OC,AU,No,No
4211,104104,94.8819678,505,505,F,OC,OU,No,No
4212,104118,94.8819678,505,505,F,SC,OU,No,No
4213,104259,94.8819678,505,505,F,OC,AU,No,No
4214,118383,94.1430278,490,14.7,M,OC,AU,No,No
4215,104337,94.8354161,504,504,M,ST,OU,No,No
4216,104346,94.8354161,504,504,F,BCB,NL,No,No
4217,104348,94.8354161,504,504,F,SC,SVU,No,No
4218,104352,94.8354161,504,504,F,OC,OU,No,No
4219,104355,94.8354161,504,504,F,OC,AU,No,No
4220,104359,94.8354161,504,504,F,BCB,OU,No,No
4221,104361,94.8354161,504,504,F,OC,AU,No,No
4222,104365,94.8354161,504,504,F,BCE,OU,No,MSM
4223,104367,94.8354161,504,504,F,OC,OU,No,No
4224,104368,94.8354161,504,504,F,BCD,OU,No,No
4225,104370,94.8354161,504,504,F,BCE,AU,No,MSM
4226,104373,94.8354161,504,504,F,BCD,SVU,No,No
4227,104377,94.8354161,504,504,F,BCB,OU,No,No
4228,104379,94.8354161,504,504,M,OC,OU,No,No
4229,104382,94.8354161,504,504,F,BCB,OU,No,No
4230,104405,94.8354161,504,504,F,OC,AU,No,No
4231,104411,94.8354161,504,504,F,OC,AU,No,No
4232,104418,94.8354161,504,504,F,OC,OU,No,No
4233,104426,94.8354161,504,504,F,OC,AU,No,No
4234,104428,94.8354161,504,504,F,OC,AU,No,No
4235,104435,94.8354161,504,504,F,OC,OU,No,No
4236,104436,94.8354161,504,504,M,BCB,AU,No,No
4237,104447,94.8354161,504,504,M,BCB,AU,No,No
4238,104458,94.8354161,504,504,F,OC,AU,No,No
4239,104459,94.8354161,504,504,F,BCB,OU,No,No
4240,104465,94.8354161,504,504,F,BCB,OU,No,No
4241,104467,94.8354161,504,504,F,BCD,SVU,No,No
4242,104473,94.8354161,504,504,M,BCD,AU,No,No
4243,104484,94.8354161,504,504,F,OC,OU,No,No
4244,104492,94.8354161,504,504,F,OC,OU,No,No
4245,104503,94.8354161,504,504,F,OC,AU,No,No
4246,104507,94.8354161,504,504,F,SC,OU,No,No
4247,104526,94.8354161,504,504,M,SC,AU,No,No
4248,104528,94.8354161,504,504,F,BCB,OU,No,No
4249,104538,94.8354161,504,504,F,OC,AU,No,No
4250,104544,94.8354161,504,504,F,OC,OU,No,MSM
4251,104552,94.8354161,504,504,F,OC,AU,No,No
4252,104564,94.8354161,504,504,M,OC,AU,No,No
4253,104567,94.8354161,504,504,F,OC,OU,No,No
4254,104571,94.8354161,504,504,F,BCA,SVU,No,No
4255,104589,94.8354161,504,504,M,BCE,SVU,No,MSM
