     ,COLLEGE                                                        ,RANK    ,LOC ,CAT ,SX ,EWS ,PHASE
1082 ,"TRR INSTITUTE OF MEDICAL SCIENCES, INOLE, PATANCHERU"         , 510664 ,OU  ,BCD ,F  ,NO  ,P1
1083 ,"TRR INSTITUTE OF MEDICAL SCIENCES, INOLE, PATANCHERU"         , 511516 ,OU  ,OC  ,F  ,NO  ,P3
1084 ,"TRR INSTITUTE OF MEDICAL SCIENCES, INOLE, PATANCHERU"         , 513171 ,OU  ,OC  ,M  ,NO  ,P4
1085 ,"TRR INSTITUTE OF MEDICAL SCIENCES, INOLE, PATANCHERU"         , 513709 ,OU  ,OC  ,M  ,NO  ,P1
1086 ,"TRR INSTITUTE OF MEDICAL SCIENCES, INOLE, PATANCHERU"         , 516520 ,OU  ,OC  ,F  ,NO  ,P3
1087 ,"TRR INSTITUTE OF MEDICAL SCIENCES, INOLE, PATANCHERU"         , 517330 ,OU  ,BCB ,M  ,NO  ,P3
1088 ,"TRR INSTITUTE OF MEDICAL SCIENCES, INOLE, PATANCHERU"         , 517559 ,NL  ,OC  ,F  ,NO  ,P4
1089 ,"TRR INSTITUTE OF MEDICAL SCIENCES, INOLE, PATANCHERU"         , 518918 ,OU  ,OC  ,F  ,NO  ,P3
1090 ,"TRR INSTITUTE OF MEDICAL SCIENCES, INOLE, PATANCHERU"         , 519401 ,OU  ,OC  ,M  ,NO  ,P3
1091 ,"TRR INSTITUTE OF MEDICAL SCIENCES, INOLE, PATANCHERU"         , 521668 ,OU  ,SC  ,F  ,NO  ,P3
1092 ,"TRR INSTITUTE OF MEDICAL SCIENCES, INOLE, PATANCHERU"         , 522754 ,OU  ,SC  ,M  ,NO  ,P3
1093 ,"TRR INSTITUTE OF MEDICAL SCIENCES, INOLE, PATANCHERU"         , 524418 ,OU  ,OC  ,F  ,NO  ,P3
1094 ,"TRR INSTITUTE OF MEDICAL SCIENCES, INOLE, PATANCHERU"         , 524469 ,OU  ,BCD ,F  ,NO  ,P3
1095 ,"TRR INSTITUTE OF MEDICAL SCIENCES, INOLE, PATANCHERU"         , 524656 ,OU  ,SC  ,F  ,NO  ,P3
1096 ,"TRR INSTITUTE OF MEDICAL SCIENCES, INOLE, PATANCHERU"         , 525529 ,OU  ,BCA ,F  ,NO  ,P3
1097 ,"TRR INSTITUTE OF MEDICAL SCIENCES, INOLE, PATANCHERU"         , 526548 ,OU  ,OC  ,M  ,NO  ,P3
1098 ,"TRR INSTITUTE OF MEDICAL SCIENCES, INOLE, PATANCHERU"         , 527762 ,OU  ,ST  ,M  ,NO  ,P3
1099 ,"TRR INSTITUTE OF MEDICAL SCIENCES, INOLE, PATANCHERU"         , 528423 ,OU  ,BCB ,M  ,NO  ,P3
1100 ,"TRR INSTITUTE OF MEDICAL SCIENCES, INOLE, PATANCHERU"         , 531332 ,OU  ,BCA ,F  ,NO  ,P4
1101 ,"TRR INSTITUTE OF MEDICAL SCIENCES, INOLE, PATANCHERU"         , 533222 ,OU  ,SC  ,F  ,NO  ,P4
1102 ,"TRR INSTITUTE OF MEDICAL SCIENCES, INOLE, PATANCHERU"         , 542687 ,OU  ,BCB ,F  ,NO  ,P5
1103 ,"TRR INSTITUTE OF MEDICAL SCIENCES, INOLE, PATANCHERU"         , 547411 ,SVU ,OC  ,F  ,NO  ,P1
1104 ,"TRR INSTITUTE OF MEDICAL SCIENCES, INOLE, PATANCHERU"         , 547922 ,OU  ,BCD ,M  ,NO  ,P5
1105 ,"TRR INSTITUTE OF MEDICAL SCIENCES, INOLE, PATANCHERU"         , 587417 ,OU  ,BCD ,F  ,NO  ,P5
1106 ,"TRR INSTITUTE OF MEDICAL SCIENCES, INOLE, PATANCHERU"         , 608733 ,AU  ,SC  ,F  ,NO  ,P4
1107 ,"TRR INSTITUTE OF MEDICAL SCIENCES, INOLE, PATANCHERU"         , 621195 ,NL  ,BCC ,F  ,NO  ,P1
1108 ,"TRR INSTITUTE OF MEDICAL SCIENCES, INOLE, PATANCHERU"         , 621758 ,OU  ,OC  ,F  ,NO  ,P4
1109 ,"TRR INSTITUTE OF MEDICAL SCIENCES, INOLE, PATANCHERU"         , 652649 ,AU  ,SC  ,F  ,NO  ,P5
1110 ,"TRR INSTITUTE OF MEDICAL SCIENCES, INOLE, PATANCHERU"         , 664415 ,NL  ,OC  ,F  ,NO  ,P5
1111 ,"TRR INSTITUTE OF MEDICAL SCIENCES, INOLE, PATANCHERU"         , 664689 ,NL  ,OC  ,F  ,NO  ,P4
1112 ,"TRR INSTITUTE OF MEDICAL SCIENCES, INOLE, PATANCHERU"         , 703693 ,AU  ,SC  ,F  ,NO  ,P5
1113 ,"TRR INSTITUTE OF MEDICAL SCIENCES, INOLE, PATANCHERU"         , 722948 ,NL  ,OC  ,F  ,NO  ,P5
1114 ,"TRR INSTITUTE OF MEDICAL SCIENCES, INOLE, PATANCHERU"         , 799106 ,NL  ,OC  ,M  ,NO  ,P5
1115 ,"TRR INSTITUTE OF MEDICAL SCIENCES, INOLE, PATANCHERU"         , 807646 ,NL  ,OC  ,M  ,NO  ,P2
1116 ,"TRR INSTITUTE OF MEDICAL SCIENCES, INOLE, PATANCHERU"         , 909992 ,NL  ,OC  ,M  ,NO  ,P5
1117 ,"TRR INSTITUTE OF MEDICAL SCIENCES, INOLE, PATANCHERU"         ,1017555 ,OU  ,BCD ,F  ,NO  ,P3
1118 ,"TRR INSTITUTE OF MEDICAL SCIENCES, INOLE, PATANCHERU"         ,1068563 ,NL  ,OC  ,M  ,NO  ,P1
1119 ,"KAMINENI INSTITUTE OF MEDICAL SCIENCES., NARKETPALLY"         ,  90161 ,NL  ,OC  ,M  ,NO  ,P2
1120 ,"KAMINENI INSTITUTE OF MEDICAL SCIENCES., NARKETPALLY"         ,  91933 ,NL  ,OC  ,M  ,NO  ,P1
1121 ,"KAMINENI INSTITUTE OF MEDICAL SCIENCES., NARKETPALLY"         ,  92424 ,NL  ,OC  ,F  ,NO  ,P2
1122 ,"KAMINENI INSTITUTE OF MEDICAL SCIENCES., NARKETPALLY"         ,  92602 ,NL  ,OC  ,M  ,NO  ,P2
1123 ,"KAMINENI INSTITUTE OF MEDICAL SCIENCES., NARKETPALLY"         ,  92888 ,SVU ,OC  ,F  ,NO  ,P1
1124 ,"KAMINENI INSTITUTE OF MEDICAL SCIENCES., NARKETPALLY"         ,  92980 ,AU  ,OC  ,F  ,NO  ,P1
1125 ,"KAMINENI INSTITUTE OF MEDICAL SCIENCES., NARKETPALLY"         ,  93015 ,SVU ,OC  ,M  ,NO  ,P2
1126 ,"KAMINENI INSTITUTE OF MEDICAL SCIENCES., NARKETPALLY"         ,  93929 ,NL  ,OC  ,F  ,NO  ,P2
1127 ,"KAMINENI INSTITUTE OF MEDICAL SCIENCES., NARKETPALLY"         ,  97984 ,NL  ,OC  ,F  ,NO  ,P3
1128 ,"KAMINENI INSTITUTE OF MEDICAL SCIENCES., NARKETPALLY"         , 102916 ,NL  ,OC  ,M  ,NO  ,P3
1129 ,"KAMINENI INSTITUTE OF MEDICAL SCIENCES., NARKETPALLY"         , 108183 ,NL  ,OC  ,M  ,NO  ,P4
1130 ,"KAMINENI INSTITUTE OF MEDICAL SCIENCES., NARKETPALLY"         , 162044 ,OU  ,OC  ,F  ,NO  ,P2
1131 ,"KAMINENI INSTITUTE OF MEDICAL SCIENCES., NARKETPALLY"         , 186262 ,OU  ,OC  ,F  ,NO  ,P1
1132 ,"KAMINENI INSTITUTE OF MEDICAL SCIENCES., NARKETPALLY"         , 187543 ,NL  ,OC  ,F  ,NO  ,P4
1133 ,"KAMINENI INSTITUTE OF MEDICAL SCIENCES., NARKETPALLY"         , 194654 ,OU  ,BCD ,F  ,NO  ,P1
1134 ,"KAMINENI INSTITUTE OF MEDICAL SCIENCES., NARKETPALLY"         , 197920 ,OU  ,OC  ,M  ,NO  ,P1
1135 ,"KAMINENI INSTITUTE OF MEDICAL SCIENCES., NARKETPALLY"         , 208425 ,OU  ,OC  ,M  ,NO  ,P2
1136 ,"KAMINENI INSTITUTE OF MEDICAL SCIENCES., NARKETPALLY"         , 211989 ,OU  ,BCB ,M  ,NO  ,P1
1137 ,"KAMINENI INSTITUTE OF MEDICAL SCIENCES., NARKETPALLY"         , 222728 ,OU  ,BCB ,M  ,NO  ,P2
1138 ,"KAMINENI INSTITUTE OF MEDICAL SCIENCES., NARKETPALLY"         , 224270 ,OU  ,BCB ,M  ,NO  ,P1
1139 ,"KAMINENI INSTITUTE OF MEDICAL SCIENCES., NARKETPALLY"         , 227062 ,OU  ,BCD ,F  ,NO  ,P2
1140 ,"KAMINENI INSTITUTE OF MEDICAL SCIENCES., NARKETPALLY"         , 227280 ,OU  ,OC  ,M  ,NO  ,P2
1141 ,"KAMINENI INSTITUTE OF MEDICAL SCIENCES., NARKETPALLY"         , 229815 ,OU  ,BCD ,M  ,NO  ,P1
1142 ,"KAMINENI INSTITUTE OF MEDICAL SCIENCES., NARKETPALLY"         , 230327 ,OU  ,OC  ,F  ,NO  ,P1
1143 ,"KAMINENI INSTITUTE OF MEDICAL SCIENCES., NARKETPALLY"         , 231806 ,OU  ,OC  ,F  ,NO  ,P1
1144 ,"KAMINENI INSTITUTE OF MEDICAL SCIENCES., NARKETPALLY"         , 237732 ,OU  ,OC  ,F  ,NO  ,P1
1145 ,"KAMINENI INSTITUTE OF MEDICAL SCIENCES., NARKETPALLY"         , 238454 ,OU  ,OC  ,F  ,NO  ,P1
1146 ,"KAMINENI INSTITUTE OF MEDICAL SCIENCES., NARKETPALLY"         , 238967 ,OU  ,OC  ,F  ,NO  ,P1
1147 ,"KAMINENI INSTITUTE OF MEDICAL SCIENCES., NARKETPALLY"         , 240829 ,OU  ,OC  ,F  ,NO  ,P1
1148 ,"KAMINENI INSTITUTE OF MEDICAL SCIENCES., NARKETPALLY"         , 240870 ,OU  ,OC  ,M  ,NO  ,P1
1149 ,"KAMINENI INSTITUTE OF MEDICAL SCIENCES., NARKETPALLY"         , 242218 ,OU  ,OC  ,F  ,NO  ,P1
1150 ,"KAMINENI INSTITUTE OF MEDICAL SCIENCES., NARKETPALLY"         , 246819 ,OU  ,BCD ,M  ,NO  ,P1
1151 ,"KAMINENI INSTITUTE OF MEDICAL SCIENCES., NARKETPALLY"         , 248636 ,OU  ,OC  ,F  ,NO  ,P1
1152 ,"KAMINENI INSTITUTE OF MEDICAL SCIENCES., NARKETPALLY"         , 248914 ,OU  ,SC  ,F  ,NO  ,P3
1153 ,"KAMINENI INSTITUTE OF MEDICAL SCIENCES., NARKETPALLY"         , 251703 ,OU  ,BCB ,F  ,NO  ,P2
1154 ,"KAMINENI INSTITUTE OF MEDICAL SCIENCES., NARKETPALLY"         , 251782 ,OU  ,BCD ,F  ,NO  ,P1
1155 ,"KAMINENI INSTITUTE OF MEDICAL SCIENCES., NARKETPALLY"         , 252667 ,OU  ,OC  ,M  ,NO  ,P1
1156 ,"KAMINENI INSTITUTE OF MEDICAL SCIENCES., NARKETPALLY"         , 252814 ,OU  ,BCD ,M  ,NO  ,P1
1157 ,"KAMINENI INSTITUTE OF MEDICAL SCIENCES., NARKETPALLY"         , 254911 ,OU  ,OC  ,F  ,NO  ,P1
1158 ,"KAMINENI INSTITUTE OF MEDICAL SCIENCES., NARKETPALLY"         , 259978 ,OU  ,OC  ,F  ,NO  ,P1
1159 ,"KAMINENI INSTITUTE OF MEDICAL SCIENCES., NARKETPALLY"         , 261235 ,OU  ,BCD ,F  ,NO  ,P1
1160 ,"KAMINENI INSTITUTE OF MEDICAL SCIENCES., NARKETPALLY"         , 261353 ,OU  ,BCE ,F  ,NO  ,P1
1161 ,"KAMINENI INSTITUTE OF MEDICAL SCIENCES., NARKETPALLY"         , 263609 ,OU  ,OC  ,M  ,NO  ,P1
1162 ,"KAMINENI INSTITUTE OF MEDICAL SCIENCES., NARKETPALLY"         , 264844 ,OU  ,BCB ,F  ,NO  ,P1
1163 ,"KAMINENI INSTITUTE OF MEDICAL SCIENCES., NARKETPALLY"         , 265254 ,OU  ,BCB ,M  ,NO  ,P1
1164 ,"KAMINENI INSTITUTE OF MEDICAL SCIENCES., NARKETPALLY"         , 269150 ,OU  ,BCB ,M  ,NO  ,P1
1165 ,"KAMINENI INSTITUTE OF MEDICAL SCIENCES., NARKETPALLY"         , 269249 ,OU  ,BCB ,F  ,NO  ,P1
1166 ,"KAMINENI INSTITUTE OF MEDICAL SCIENCES., NARKETPALLY"         , 271139 ,OU  ,OC  ,M  ,NO  ,P1
1167 ,"KAMINENI INSTITUTE OF MEDICAL SCIENCES., NARKETPALLY"         , 271599 ,OU  ,OC  ,M  ,NO  ,P1
1168 ,"KAMINENI INSTITUTE OF MEDICAL SCIENCES., NARKETPALLY"         , 271680 ,OU  ,OC  ,F  ,NO  ,P1
1169 ,"KAMINENI INSTITUTE OF MEDICAL SCIENCES., NARKETPALLY"         , 272425 ,OU  ,BCB ,F  ,NO  ,P1
1170 ,"KAMINENI INSTITUTE OF MEDICAL SCIENCES., NARKETPALLY"         , 276223 ,OU  ,BCB ,M  ,NO  ,P1
1171 ,"KAMINENI INSTITUTE OF MEDICAL SCIENCES., NARKETPALLY"         , 276623 ,OU  ,BCD ,M  ,NO  ,P1
1172 ,"KAMINENI INSTITUTE OF MEDICAL SCIENCES., NARKETPALLY"         , 278624 ,OU  ,OC  ,F  ,NO  ,P1
1173 ,"KAMINENI INSTITUTE OF MEDICAL SCIENCES., NARKETPALLY"         , 280006 ,OU  ,BCB ,F  ,NO  ,P1
1174 ,"KAMINENI INSTITUTE OF MEDICAL SCIENCES., NARKETPALLY"         , 280052 ,OU  ,BCB ,M  ,NO  ,P2
1175 ,"KAMINENI INSTITUTE OF MEDICAL SCIENCES., NARKETPALLY"         , 281620 ,OU  ,OC  ,F  ,NO  ,P2
1176 ,"KAMINENI INSTITUTE OF MEDICAL SCIENCES., NARKETPALLY"         , 281966 ,OU  ,OC  ,F  ,NO  ,P2
1177 ,"KAMINENI INSTITUTE OF MEDICAL SCIENCES., NARKETPALLY"         , 282054 ,OU  ,OC  ,F  ,NO  ,P2
1178 ,"KAMINENI INSTITUTE OF MEDICAL SCIENCES., NARKETPALLY"         , 282090 ,OU  ,BCB ,F  ,NO  ,P2
1179 ,"KAMINENI INSTITUTE OF MEDICAL SCIENCES., NARKETPALLY"         , 289504 ,OU  ,OC  ,F  ,NO  ,P2
1180 ,"KAMINENI INSTITUTE OF MEDICAL SCIENCES., NARKETPALLY"         , 290240 ,OU  ,BCD ,F  ,NO  ,P2
1181 ,"KAMINENI INSTITUTE OF MEDICAL SCIENCES., NARKETPALLY"         , 290651 ,OU  ,OC  ,M  ,NO  ,P2
1182 ,"KAMINENI INSTITUTE OF MEDICAL SCIENCES., NARKETPALLY"         , 292568 ,OU  ,OC  ,F  ,NO  ,P2
1183 ,"KAMINENI INSTITUTE OF MEDICAL SCIENCES., NARKETPALLY"         , 293799 ,OU  ,OC  ,M  ,NO  ,P2
1184 ,"KAMINENI INSTITUTE OF MEDICAL SCIENCES., NARKETPALLY"         , 294277 ,OU  ,OC  ,F  ,NO  ,P2
1185 ,"KAMINENI INSTITUTE OF MEDICAL SCIENCES., NARKETPALLY"         , 301835 ,OU  ,OC  ,F  ,NO  ,P3
1186 ,"KAMINENI INSTITUTE OF MEDICAL SCIENCES., NARKETPALLY"         , 302886 ,OU  ,BCD ,M  ,NO  ,P3
1187 ,"KAMINENI INSTITUTE OF MEDICAL SCIENCES., NARKETPALLY"         , 304299 ,OU  ,OC  ,F  ,NO  ,P3
1188 ,"KAMINENI INSTITUTE OF MEDICAL SCIENCES., NARKETPALLY"         , 306203 ,OU  ,BCB ,M  ,NO  ,P3
1189 ,"KAMINENI INSTITUTE OF MEDICAL SCIENCES., NARKETPALLY"         , 315593 ,OU  ,BCD ,M  ,NO  ,P3
1190 ,"KAMINENI INSTITUTE OF MEDICAL SCIENCES., NARKETPALLY"         , 552227 ,OU  ,BCD ,F  ,NO  ,P3
1191 ,"KAMINENI INSTITUTE OF MEDICAL SCIENCES., NARKETPALLY"         , 559840 ,OU  ,OC  ,F  ,NO  ,P5
1192 ,"KAMINENI INSTITUTE OF MEDICAL SCIENCES., NARKETPALLY"         , 575523 ,OU  ,OC  ,F  ,NO  ,P5
1193 ,"KAMINENI INSTITUTE OF MEDICAL SCIENCES., NARKETPALLY"         , 576662 ,OU  ,OC  ,M  ,NO  ,P3
1194 ,"KAMINENI INSTITUTE OF MEDICAL SCIENCES., NARKETPALLY"         , 580344 ,OU  ,OC  ,F  ,NO  ,P1
1195 ,"KAMINENI INSTITUTE OF MEDICAL SCIENCES., NARKETPALLY"         , 590696 ,OU  ,OC  ,M  ,NO  ,P5
1196 ,"KAMINENI INSTITUTE OF MEDICAL SCIENCES., NARKETPALLY"         , 623222 ,OU  ,OC  ,M  ,NO  ,P1
1197 ,"KAMINENI INSTITUTE OF MEDICAL SCIENCES., NARKETPALLY"         , 629512 ,OU  ,OC  ,F  ,NO  ,P5
1198 ,"KAMINENI INSTITUTE OF MEDICAL SCIENCES., NARKETPALLY"         , 634236 ,OU  ,OC  ,F  ,NO  ,P5
1199 ,"KAMINENI INSTITUTE OF MEDICAL SCIENCES., NARKETPALLY"         , 635422 ,OU  ,ST  ,F  ,NO  ,P5
1200 ,"KAMINENI INSTITUTE OF MEDICAL SCIENCES., NARKETPALLY"         , 646188 ,OU  ,BCB ,M  ,NO  ,P2
1201 ,"KAMINENI INSTITUTE OF MEDICAL SCIENCES., NARKETPALLY"         , 662782 ,OU  ,BCA ,F  ,NO  ,P5
1202 ,"KAMINENI INSTITUTE OF MEDICAL SCIENCES., NARKETPALLY"         , 675494 ,OU  ,OC  ,F  ,NO  ,P5
1203 ,"KAMINENI INSTITUTE OF MEDICAL SCIENCES., NARKETPALLY"         , 702691 ,OU  ,BCB ,F  ,NO  ,P2
1204 ,"KAMINENI INSTITUTE OF MEDICAL SCIENCES., NARKETPALLY"         , 707195 ,OU  ,OC  ,F  ,NO  ,P1
1205 ,"KAMINENI INSTITUTE OF MEDICAL SCIENCES., NARKETPALLY"         , 713226 ,OU  ,BCD ,F  ,NO  ,P2
1206 ,"KAMINENI INSTITUTE OF MEDICAL SCIENCES., NARKETPALLY"         , 756331 ,OU  ,OC  ,F  ,NO  ,P5
1207 ,"KAMINENI INSTITUTE OF MEDICAL SCIENCES., NARKETPALLY"         , 767075 ,OU  ,OC  ,F  ,NO  ,P4
1208 ,"KAMINENI INSTITUTE OF MEDICAL SCIENCES., NARKETPALLY"         , 790433 ,OU  ,BCA ,M  ,NO  ,P4
1209 ,"KAMINENI INSTITUTE OF MEDICAL SCIENCES., NARKETPALLY"         , 792053 ,OU  ,OC  ,F  ,NO  ,P4
1210 ,"KAMINENI INSTITUTE OF MEDICAL SCIENCES., NARKETPALLY"         , 807785 ,OU  ,OC  ,F  ,NO  ,P1
1211 ,"KAMINENI INSTITUTE OF MEDICAL SCIENCES., NARKETPALLY"         , 812270 ,OU  ,BCB ,F  ,NO  ,P3
1212 ,"KAMINENI INSTITUTE OF MEDICAL SCIENCES., NARKETPALLY"         , 843447 ,OU  ,BCD ,M  ,NO  ,P3
1213 ,"KAMINENI INSTITUTE OF MEDICAL SCIENCES., NARKETPALLY"         , 881453 ,OU  ,BCB ,F  ,NO  ,P1
1214 ,"KAMINENI INSTITUTE OF MEDICAL SCIENCES., NARKETPALLY"         , 900107 ,SVU ,SC  ,M  ,NO  ,P4
1215 ,"KAMINENI INSTITUTE OF MEDICAL SCIENCES., NARKETPALLY"         , 932007 ,NL  ,OC  ,F  ,NO  ,P1
1216 ,"KAMINENI INSTITUTE OF MEDICAL SCIENCES., NARKETPALLY"         , 946102 ,OU  ,OC  ,M  ,NO  ,P1
1217 ,"KAMINENI INSTITUTE OF MEDICAL SCIENCES., NARKETPALLY"         , 952800 ,OU  ,OC  ,F  ,NO  ,P1
1218 ,"KAMINENI INSTITUTE OF MEDICAL SCIENCES., NARKETPALLY"         ,1006077 ,OU  ,OC  ,F  ,NO  ,P3
1219 ,"BHASKAR MEDICAL COLLEGE, MOINABAD, RR"                        ,  74726 ,NL  ,OC  ,F  ,NO  ,P1
1220 ,"BHASKAR MEDICAL COLLEGE, MOINABAD, RR"                        ,  86044 ,NL  ,OC  ,M  ,NO  ,P2
1221 ,"BHASKAR MEDICAL COLLEGE, MOINABAD, RR"                        ,  87206 ,NL  ,OC  ,F  ,NO  ,P1
1222 ,"BHASKAR MEDICAL COLLEGE, MOINABAD, RR"                        ,  88380 ,NL  ,OC  ,M  ,NO  ,P3
1223 ,"BHASKAR MEDICAL COLLEGE, MOINABAD, RR"                        ,  89941 ,NL  ,OC  ,M  ,NO  ,P1
1224 ,"BHASKAR MEDICAL COLLEGE, MOINABAD, RR"                        ,  90054 ,NL  ,OC  ,M  ,NO  ,P1
1225 ,"BHASKAR MEDICAL COLLEGE, MOINABAD, RR"                        ,  90695 ,NL  ,OC  ,F  ,NO  ,P1
1226 ,"BHASKAR MEDICAL COLLEGE, MOINABAD, RR"                        ,  91932 ,NL  ,OC  ,M  ,NO  ,P1
1227 ,"BHASKAR MEDICAL COLLEGE, MOINABAD, RR"                        , 170192 ,OU  ,BCE ,F  ,NO  ,P1
1228 ,"BHASKAR MEDICAL COLLEGE, MOINABAD, RR"                        , 174515 ,OU  ,OC  ,M  ,NO  ,P2
1229 ,"BHASKAR MEDICAL COLLEGE, MOINABAD, RR"                        , 181268 ,OU  ,OC  ,M  ,NO  ,P2
1230 ,"BHASKAR MEDICAL COLLEGE, MOINABAD, RR"                        , 185446 ,OU  ,OC  ,M  ,NO  ,P1
1231 ,"BHASKAR MEDICAL COLLEGE, MOINABAD, RR"                        , 199003 ,OU  ,BCE ,M  ,NO  ,P1
1232 ,"BHASKAR MEDICAL COLLEGE, MOINABAD, RR"                        , 199011 ,OU  ,BCE ,F  ,NO  ,P1
1233 ,"BHASKAR MEDICAL COLLEGE, MOINABAD, RR"                        , 201738 ,OU  ,OC  ,M  ,NO  ,P1
1234 ,"BHASKAR MEDICAL COLLEGE, MOINABAD, RR"                        , 203509 ,OU  ,OC  ,F  ,NO  ,P1
1235 ,"BHASKAR MEDICAL COLLEGE, MOINABAD, RR"                        , 205488 ,OU  ,OC  ,M  ,NO  ,P1
1236 ,"BHASKAR MEDICAL COLLEGE, MOINABAD, RR"                        , 212823 ,OU  ,OC  ,F  ,NO  ,P2
1237 ,"BHASKAR MEDICAL COLLEGE, MOINABAD, RR"                        , 212962 ,OU  ,OC  ,M  ,NO  ,P1
1238 ,"BHASKAR MEDICAL COLLEGE, MOINABAD, RR"                        , 214217 ,OU  ,BCB ,F  ,NO  ,P1
1239 ,"BHASKAR MEDICAL COLLEGE, MOINABAD, RR"                        , 214556 ,OU  ,OC  ,F  ,NO  ,P1
1240 ,"BHASKAR MEDICAL COLLEGE, MOINABAD, RR"                        , 215189 ,OU  ,BCD ,M  ,NO  ,P2
1241 ,"BHASKAR MEDICAL COLLEGE, MOINABAD, RR"                        , 222563 ,OU  ,OC  ,F  ,NO  ,P1
1242 ,"BHASKAR MEDICAL COLLEGE, MOINABAD, RR"                        , 224778 ,OU  ,OC  ,F  ,NO  ,P1
1243 ,"BHASKAR MEDICAL COLLEGE, MOINABAD, RR"                        , 226819 ,OU  ,BCB ,F  ,NO  ,P2
1244 ,"BHASKAR MEDICAL COLLEGE, MOINABAD, RR"                        , 229100 ,OU  ,OC  ,F  ,NO  ,P1
1245 ,"BHASKAR MEDICAL COLLEGE, MOINABAD, RR"                        , 229164 ,OU  ,OC  ,M  ,NO  ,P1
1246 ,"BHASKAR MEDICAL COLLEGE, MOINABAD, RR"                        , 229922 ,OU  ,OC  ,F  ,NO  ,P1
1247 ,"BHASKAR MEDICAL COLLEGE, MOINABAD, RR"                        , 230584 ,OU  ,BCE ,F  ,NO  ,P1
1248 ,"BHASKAR MEDICAL COLLEGE, MOINABAD, RR"                        , 231414 ,OU  ,OC  ,F  ,NO  ,P1
1249 ,"BHASKAR MEDICAL COLLEGE, MOINABAD, RR"                        , 231799 ,OU  ,BCB ,F  ,NO  ,P1
1250 ,"BHASKAR MEDICAL COLLEGE, MOINABAD, RR"                        , 234629 ,OU  ,BCE ,F  ,NO  ,P2
1251 ,"BHASKAR MEDICAL COLLEGE, MOINABAD, RR"                        , 235022 ,OU  ,OC  ,M  ,NO  ,P1
1252 ,"BHASKAR MEDICAL COLLEGE, MOINABAD, RR"                        , 235828 ,OU  ,BCE ,F  ,NO  ,P1
1253 ,"BHASKAR MEDICAL COLLEGE, MOINABAD, RR"                        , 235916 ,OU  ,OC  ,F  ,NO  ,P1
1254 ,"BHASKAR MEDICAL COLLEGE, MOINABAD, RR"                        , 235944 ,OU  ,BCD ,M  ,NO  ,P2
1255 ,"BHASKAR MEDICAL COLLEGE, MOINABAD, RR"                        , 239217 ,OU  ,BCB ,F  ,NO  ,P2
1256 ,"BHASKAR MEDICAL COLLEGE, MOINABAD, RR"                        , 240631 ,OU  ,BCB ,F  ,NO  ,P1
1257 ,"BHASKAR MEDICAL COLLEGE, MOINABAD, RR"                        , 241982 ,OU  ,OC  ,M  ,NO  ,P1
1258 ,"BHASKAR MEDICAL COLLEGE, MOINABAD, RR"                        , 243774 ,OU  ,OC  ,F  ,NO  ,P2
1259 ,"BHASKAR MEDICAL COLLEGE, MOINABAD, RR"                        , 243902 ,OU  ,BCD ,F  ,NO  ,P2
1260 ,"BHASKAR MEDICAL COLLEGE, MOINABAD, RR"                        , 246894 ,OU  ,OC  ,F  ,NO  ,P1
1261 ,"BHASKAR MEDICAL COLLEGE, MOINABAD, RR"                        , 249437 ,OU  ,OC  ,F  ,NO  ,P3
1262 ,"BHASKAR MEDICAL COLLEGE, MOINABAD, RR"                        , 249896 ,OU  ,OC  ,F  ,NO  ,P1
1263 ,"BHASKAR MEDICAL COLLEGE, MOINABAD, RR"                        , 250333 ,OU  ,BCE ,F  ,NO  ,P1
1264 ,"BHASKAR MEDICAL COLLEGE, MOINABAD, RR"                        , 252613 ,OU  ,OC  ,M  ,NO  ,P1
1265 ,"BHASKAR MEDICAL COLLEGE, MOINABAD, RR"                        , 252739 ,OU  ,BCB ,M  ,NO  ,P1
1266 ,"BHASKAR MEDICAL COLLEGE, MOINABAD, RR"                        , 253092 ,OU  ,SC  ,F  ,NO  ,P3
1267 ,"BHASKAR MEDICAL COLLEGE, MOINABAD, RR"                        , 253430 ,OU  ,OC  ,F  ,NO  ,P1
1268 ,"BHASKAR MEDICAL COLLEGE, MOINABAD, RR"                        , 253526 ,OU  ,OC  ,M  ,NO  ,P1
1269 ,"BHASKAR MEDICAL COLLEGE, MOINABAD, RR"                        , 254141 ,OU  ,OC  ,F  ,NO  ,P1
1270 ,"BHASKAR MEDICAL COLLEGE, MOINABAD, RR"                        , 260231 ,OU  ,OC  ,M  ,NO  ,P3
1271 ,"BHASKAR MEDICAL COLLEGE, MOINABAD, RR"                        , 343265 ,NL  ,BCD ,F  ,NO  ,P3
1272 ,"BHASKAR MEDICAL COLLEGE, MOINABAD, RR"                        , 455546 ,NL  ,BCE ,F  ,NO  ,P1
1273 ,"BHASKAR MEDICAL COLLEGE, MOINABAD, RR"                        , 473531 ,OU  ,OC  ,F  ,NO  ,P1
1274 ,"BHASKAR MEDICAL COLLEGE, MOINABAD, RR"                        , 480555 ,OU  ,OC  ,M  ,NO  ,P2
1275 ,"BHASKAR MEDICAL COLLEGE, MOINABAD, RR"                        , 553411 ,OU  ,OC  ,F  ,NO  ,P2
1276 ,"BHASKAR MEDICAL COLLEGE, MOINABAD, RR"                        , 573783 ,OU  ,OC  ,F  ,NO  ,P1
1277 ,"BHASKAR MEDICAL COLLEGE, MOINABAD, RR"                        , 611066 ,OU  ,OC  ,F  ,NO  ,P1
