     ,COLLEGE                                                        ,RANK    ,LOC ,CAT ,SX ,EWS ,PHASE
1278 ,"BHASKAR MEDICAL COLLEGE, MOINABAD, RR"                        , 612924 ,OU  ,OC  ,F  ,NO  ,P1
1279 ,"BHASKAR MEDICAL COLLEGE, MOINABAD, RR"                        , 621769 ,OU  ,BCB ,M  ,NO  ,P2
1280 ,"BHASKAR MEDICAL COLLEGE, MOINABAD, RR"                        , 656181 ,OU  ,OC  ,M  ,NO  ,P1
1281 ,"BHASKAR MEDICAL COLLEGE, MOINABAD, RR"                        , 682465 ,OU  ,OC  ,F  ,NO  ,P1
1282 ,"BHASKAR MEDICAL COLLEGE, MOINABAD, RR"                        , 702088 ,OU  ,OC  ,F  ,NO  ,P1
1283 ,"BHASKAR MEDICAL COLLEGE, MOINABAD, RR"                        , 712880 ,OU  ,OC  ,F  ,NO  ,P1
1284 ,"BHASKAR MEDICAL COLLEGE, MOINABAD, RR"                        , 750273 ,OU  ,BCB ,M  ,NO  ,P1
1285 ,"BHASKAR MEDICAL COLLEGE, MOINABAD, RR"                        , 835395 ,NL  ,OC  ,M  ,NO  ,P1
1286 ,"BHASKAR MEDICAL COLLEGE, MOINABAD, RR"                        , 858728 ,NL  ,OC  ,F  ,NO  ,P1
1287 ,"BHASKAR MEDICAL COLLEGE, MOINABAD, RR"                        , 894644 ,OU  ,OC  ,M  ,NO  ,P1
1288 ,"BHASKAR MEDICAL COLLEGE, MOINABAD, RR"                        , 949789 ,OU  ,BCB ,F  ,NO  ,P1
1289 ,"BHASKAR MEDICAL COLLEGE, MOINABAD, RR"                        , 954494 ,OU  ,OC  ,M  ,NO  ,P1
1290 ,"BHASKAR MEDICAL COLLEGE, MOINABAD, RR"                        , 991266 ,OU  ,OC  ,F  ,NO  ,P1
1291 ,"BHASKAR MEDICAL COLLEGE, MOINABAD, RR"                        , 999874 ,OU  ,OC  ,M  ,NO  ,P1
1292 ,"BHASKAR MEDICAL COLLEGE, MOINABAD, RR"                        ,1069682 ,OU  ,BCB ,F  ,NO  ,P1
1293 ,"BHASKAR MEDICAL COLLEGE, MOINABAD, RR"                        ,1185903 ,OU  ,ST  ,M  ,NO  ,P1
1294 ,"DR PATNAM MAHENDER REDDY INST OF MED SCI, CHEVELLA"           ,  97810 ,NL  ,OC  ,M  ,NO  ,P2
1295 ,"DR PATNAM MAHENDER REDDY INST OF MED SCI, CHEVELLA"           ,  97918 ,NL  ,OC  ,F  ,NO  ,P2
1296 ,"DR PATNAM MAHENDER REDDY INST OF MED SCI, CHEVELLA"           ,  98742 ,NL  ,OC  ,F  ,NO  ,P3
1297 ,"DR PATNAM MAHENDER REDDY INST OF MED SCI, CHEVELLA"           ,  99414 ,NL  ,OC  ,M  ,NO  ,P2
1298 ,"DR PATNAM MAHENDER REDDY INST OF MED SCI, CHEVELLA"           , 122334 ,NL  ,OC  ,F  ,NO  ,P1
1299 ,"DR PATNAM MAHENDER REDDY INST OF MED SCI, CHEVELLA"           , 122822 ,NL  ,OC  ,F  ,NO  ,P1
1300 ,"DR PATNAM MAHENDER REDDY INST OF MED SCI, CHEVELLA"           , 123637 ,NL  ,OC  ,F  ,NO  ,P1
1301 ,"DR PATNAM MAHENDER REDDY INST OF MED SCI, CHEVELLA"           , 128202 ,NL  ,OC  ,M  ,NO  ,P1
1302 ,"DR PATNAM MAHENDER REDDY INST OF MED SCI, CHEVELLA"           , 245269 ,OU  ,OC  ,F  ,NO  ,P1
1303 ,"DR PATNAM MAHENDER REDDY INST OF MED SCI, CHEVELLA"           , 262088 ,OU  ,BCD ,F  ,NO  ,P1
1304 ,"DR PATNAM MAHENDER REDDY INST OF MED SCI, CHEVELLA"           , 266256 ,OU  ,BCD ,F  ,NO  ,P2
1305 ,"DR PATNAM MAHENDER REDDY INST OF MED SCI, CHEVELLA"           , 288356 ,OU  ,BCA ,F  ,NO  ,P2
1306 ,"DR PATNAM MAHENDER REDDY INST OF MED SCI, CHEVELLA"           , 288361 ,OU  ,OC  ,M  ,NO  ,P1
1307 ,"DR PATNAM MAHENDER REDDY INST OF MED SCI, CHEVELLA"           , 288680 ,OU  ,SC  ,F  ,NO  ,P2
1308 ,"DR PATNAM MAHENDER REDDY INST OF MED SCI, CHEVELLA"           , 292460 ,OU  ,BCB ,M  ,NO  ,P1
1309 ,"DR PATNAM MAHENDER REDDY INST OF MED SCI, CHEVELLA"           , 294552 ,OU  ,BCB ,F  ,NO  ,P2
1310 ,"DR PATNAM MAHENDER REDDY INST OF MED SCI, CHEVELLA"           , 302746 ,OU  ,OC  ,F  ,NO  ,P2
1311 ,"DR PATNAM MAHENDER REDDY INST OF MED SCI, CHEVELLA"           , 304631 ,OU  ,BCA ,F  ,NO  ,P2
1312 ,"DR PATNAM MAHENDER REDDY INST OF MED SCI, CHEVELLA"           , 308369 ,OU  ,BCB ,F  ,NO  ,P1
1313 ,"DR PATNAM MAHENDER REDDY INST OF MED SCI, CHEVELLA"           , 313978 ,OU  ,SC  ,F  ,NO  ,P1
1314 ,"DR PATNAM MAHENDER REDDY INST OF MED SCI, CHEVELLA"           , 316052 ,OU  ,BCC ,F  ,NO  ,P3
1315 ,"DR PATNAM MAHENDER REDDY INST OF MED SCI, CHEVELLA"           , 316148 ,OU  ,OC  ,M  ,NO  ,P3
1316 ,"DR PATNAM MAHENDER REDDY INST OF MED SCI, CHEVELLA"           , 316281 ,OU  ,BCE ,F  ,NO  ,P2
1317 ,"DR PATNAM MAHENDER REDDY INST OF MED SCI, CHEVELLA"           , 316416 ,OU  ,OC  ,F  ,NO  ,P1
1318 ,"DR PATNAM MAHENDER REDDY INST OF MED SCI, CHEVELLA"           , 317991 ,OU  ,SC  ,F  ,NO  ,P3
1319 ,"DR PATNAM MAHENDER REDDY INST OF MED SCI, CHEVELLA"           , 326921 ,OU  ,BCA ,M  ,NO  ,P1
1320 ,"DR PATNAM MAHENDER REDDY INST OF MED SCI, CHEVELLA"           , 327869 ,OU  ,OC  ,M  ,NO  ,P1
1321 ,"DR PATNAM MAHENDER REDDY INST OF MED SCI, CHEVELLA"           , 329547 ,OU  ,BCB ,F  ,NO  ,P2
1322 ,"DR PATNAM MAHENDER REDDY INST OF MED SCI, CHEVELLA"           , 333583 ,OU  ,OC  ,F  ,NO  ,P3
1323 ,"DR PATNAM MAHENDER REDDY INST OF MED SCI, CHEVELLA"           , 339308 ,OU  ,BCB ,F  ,NO  ,P3
1324 ,"DR PATNAM MAHENDER REDDY INST OF MED SCI, CHEVELLA"           , 342006 ,OU  ,OC  ,F  ,NO  ,P1
1325 ,"DR PATNAM MAHENDER REDDY INST OF MED SCI, CHEVELLA"           , 342945 ,NL  ,OC  ,F  ,NO  ,P1
1326 ,"DR PATNAM MAHENDER REDDY INST OF MED SCI, CHEVELLA"           , 343635 ,OU  ,BCD ,F  ,NO  ,P2
1327 ,"DR PATNAM MAHENDER REDDY INST OF MED SCI, CHEVELLA"           , 345153 ,OU  ,OC  ,F  ,NO  ,P1
1328 ,"DR PATNAM MAHENDER REDDY INST OF MED SCI, CHEVELLA"           , 347333 ,OU  ,OC  ,F  ,NO  ,P1
1329 ,"DR PATNAM MAHENDER REDDY INST OF MED SCI, CHEVELLA"           , 347513 ,OU  ,BCA ,F  ,NO  ,P1
1330 ,"DR PATNAM MAHENDER REDDY INST OF MED SCI, CHEVELLA"           , 355594 ,OU  ,BCB ,F  ,NO  ,P2
1331 ,"DR PATNAM MAHENDER REDDY INST OF MED SCI, CHEVELLA"           , 355714 ,OU  ,BCE ,M  ,NO  ,P1
1332 ,"DR PATNAM MAHENDER REDDY INST OF MED SCI, CHEVELLA"           , 357476 ,OU  ,OC  ,M  ,NO  ,P3
1333 ,"DR PATNAM MAHENDER REDDY INST OF MED SCI, CHEVELLA"           , 357502 ,OU  ,OC  ,M  ,NO  ,P1
1334 ,"DR PATNAM MAHENDER REDDY INST OF MED SCI, CHEVELLA"           , 361343 ,OU  ,SC  ,F  ,NO  ,P3
1335 ,"DR PATNAM MAHENDER REDDY INST OF MED SCI, CHEVELLA"           , 361620 ,OU  ,SC  ,M  ,NO  ,P2
1336 ,"DR PATNAM MAHENDER REDDY INST OF MED SCI, CHEVELLA"           , 364255 ,OU  ,BCB ,M  ,NO  ,P3
1337 ,"DR PATNAM MAHENDER REDDY INST OF MED SCI, CHEVELLA"           , 364406 ,OU  ,OC  ,F  ,NO  ,P1
1338 ,"DR PATNAM MAHENDER REDDY INST OF MED SCI, CHEVELLA"           , 366685 ,OU  ,BCE ,M  ,NO  ,P1
1339 ,"DR PATNAM MAHENDER REDDY INST OF MED SCI, CHEVELLA"           , 368413 ,OU  ,OC  ,F  ,NO  ,P2
1340 ,"DR PATNAM MAHENDER REDDY INST OF MED SCI, CHEVELLA"           , 371919 ,OU  ,ST  ,M  ,NO  ,P3
1341 ,"DR PATNAM MAHENDER REDDY INST OF MED SCI, CHEVELLA"           , 378750 ,OU  ,OC  ,F  ,NO  ,P1
1342 ,"DR PATNAM MAHENDER REDDY INST OF MED SCI, CHEVELLA"           , 380626 ,OU  ,BCD ,F  ,NO  ,P1
1343 ,"DR PATNAM MAHENDER REDDY INST OF MED SCI, CHEVELLA"           , 380826 ,OU  ,BCA ,F  ,NO  ,P2
1344 ,"DR PATNAM MAHENDER REDDY INST OF MED SCI, CHEVELLA"           , 383645 ,OU  ,BCD ,F  ,NO  ,P1
1345 ,"DR PATNAM MAHENDER REDDY INST OF MED SCI, CHEVELLA"           , 385730 ,OU  ,BCE ,F  ,NO  ,P1
1346 ,"DR PATNAM MAHENDER REDDY INST OF MED SCI, CHEVELLA"           , 388248 ,OU  ,SC  ,M  ,NO  ,P1
1347 ,"DR PATNAM MAHENDER REDDY INST OF MED SCI, CHEVELLA"           , 480959 ,AU  ,BCB ,M  ,NO  ,P1
1348 ,"DR PATNAM MAHENDER REDDY INST OF MED SCI, CHEVELLA"           , 546233 ,NL  ,OC  ,M  ,NO  ,P1
1349 ,"DR PATNAM MAHENDER REDDY INST OF MED SCI, CHEVELLA"           , 567908 ,AU  ,OC  ,M  ,NO  ,P2
1350 ,"DR PATNAM MAHENDER REDDY INST OF MED SCI, CHEVELLA"           , 573800 ,NL  ,OC  ,M  ,NO  ,P1
1351 ,"DR PATNAM MAHENDER REDDY INST OF MED SCI, CHEVELLA"           , 577920 ,OU  ,BCB ,F  ,NO  ,P1
1352 ,"DR PATNAM MAHENDER REDDY INST OF MED SCI, CHEVELLA"           , 683166 ,OU  ,OC  ,M  ,NO  ,P2
1353 ,"DR PATNAM MAHENDER REDDY INST OF MED SCI, CHEVELLA"           , 685944 ,OU  ,BCD ,M  ,NO  ,P1
1354 ,"DR PATNAM MAHENDER REDDY INST OF MED SCI, CHEVELLA"           , 747455 ,SVU ,OC  ,F  ,NO  ,P1
1355 ,"DR PATNAM MAHENDER REDDY INST OF MED SCI, CHEVELLA"           , 762061 ,OU  ,BCD ,M  ,NO  ,P1
1356 ,"DR PATNAM MAHENDER REDDY INST OF MED SCI, CHEVELLA"           , 769388 ,OU  ,BCD ,M  ,NO  ,P1
1357 ,"DR PATNAM MAHENDER REDDY INST OF MED SCI, CHEVELLA"           , 780408 ,NL  ,OC  ,M  ,NO  ,P1
1358 ,"DR PATNAM MAHENDER REDDY INST OF MED SCI, CHEVELLA"           , 783217 ,OU  ,ST  ,M  ,NO  ,P1
1359 ,"DR PATNAM MAHENDER REDDY INST OF MED SCI, CHEVELLA"           , 818653 ,OU  ,OC  ,F  ,NO  ,P1
1360 ,"DR PATNAM MAHENDER REDDY INST OF MED SCI, CHEVELLA"           , 834648 ,OU  ,BCD ,M  ,NO  ,P1
1361 ,"DR PATNAM MAHENDER REDDY INST OF MED SCI, CHEVELLA"           , 861521 ,OU  ,SC  ,F  ,NO  ,P1
1362 ,"DR PATNAM MAHENDER REDDY INST OF MED SCI, CHEVELLA"           , 880650 ,OU  ,BCB ,M  ,NO  ,P1
1363 ,"DR PATNAM MAHENDER REDDY INST OF MED SCI, CHEVELLA"           , 912745 ,OU  ,OC  ,M  ,NO  ,P1
1364 ,"DR PATNAM MAHENDER REDDY INST OF MED SCI, CHEVELLA"           , 922558 ,NL  ,OC  ,M  ,NO  ,P1
1365 ,"DR PATNAM MAHENDER REDDY INST OF MED SCI, CHEVELLA"           , 954884 ,OU  ,OC  ,M  ,NO  ,P1
1366 ,"DR PATNAM MAHENDER REDDY INST OF MED SCI, CHEVELLA"           , 956089 ,NL  ,BCB ,M  ,NO  ,P1
1367 ,"DR PATNAM MAHENDER REDDY INST OF MED SCI, CHEVELLA"           , 965441 ,OU  ,BCA ,F  ,NO  ,P1
1368 ,"DR PATNAM MAHENDER REDDY INST OF MED SCI, CHEVELLA"           ,1007931 ,NL  ,BCB ,M  ,NO  ,P1
1369 ,"MAHAVIR INSTITUTE OF MEDICAL SCIENCES, VIKARABAD"             ,  96946 ,NL  ,OC  ,M  ,NO  ,P2
1370 ,"MAHAVIR INSTITUTE OF MEDICAL SCIENCES, VIKARABAD"             , 100720 ,NL  ,OC  ,M  ,NO  ,P2
1371 ,"MAHAVIR INSTITUTE OF MEDICAL SCIENCES, VIKARABAD"             , 106666 ,NL  ,OC  ,M  ,NO  ,P1
1372 ,"MAHAVIR INSTITUTE OF MEDICAL SCIENCES, VIKARABAD"             , 120215 ,NL  ,OC  ,M  ,NO  ,P1
1373 ,"MAHAVIR INSTITUTE OF MEDICAL SCIENCES, VIKARABAD"             , 120849 ,NL  ,OC  ,F  ,NO  ,P1
1374 ,"MAHAVIR INSTITUTE OF MEDICAL SCIENCES, VIKARABAD"             , 125363 ,NL  ,OC  ,M  ,NO  ,P1
1375 ,"MAHAVIR INSTITUTE OF MEDICAL SCIENCES, VIKARABAD"             , 127443 ,NL  ,OC  ,M  ,NO  ,P1
1376 ,"MAHAVIR INSTITUTE OF MEDICAL SCIENCES, VIKARABAD"             , 127580 ,NL  ,OC  ,M  ,NO  ,P1
1377 ,"MAHAVIR INSTITUTE OF MEDICAL SCIENCES, VIKARABAD"             , 258041 ,OU  ,BCE ,F  ,NO  ,P2
1378 ,"MAHAVIR INSTITUTE OF MEDICAL SCIENCES, VIKARABAD"             , 265156 ,OU  ,OC  ,F  ,NO  ,P3
1379 ,"MAHAVIR INSTITUTE OF MEDICAL SCIENCES, VIKARABAD"             , 292162 ,OU  ,BCD ,F  ,NO  ,P3
1380 ,"MAHAVIR INSTITUTE OF MEDICAL SCIENCES, VIKARABAD"             , 317947 ,OU  ,BCD ,M  ,NO  ,P1
1381 ,"MAHAVIR INSTITUTE OF MEDICAL SCIENCES, VIKARABAD"             , 322298 ,OU  ,BCD ,M  ,NO  ,P1
1382 ,"MAHAVIR INSTITUTE OF MEDICAL SCIENCES, VIKARABAD"             , 345699 ,SVU ,BCB ,F  ,NO  ,P4
1383 ,"MAHAVIR INSTITUTE OF MEDICAL SCIENCES, VIKARABAD"             , 361695 ,OU  ,BCE ,F  ,NO  ,P1
1384 ,"MAHAVIR INSTITUTE OF MEDICAL SCIENCES, VIKARABAD"             , 363947 ,OU  ,BCA ,M  ,NO  ,P2
1385 ,"MAHAVIR INSTITUTE OF MEDICAL SCIENCES, VIKARABAD"             , 379055 ,OU  ,SC  ,F  ,NO  ,P2
1386 ,"MAHAVIR INSTITUTE OF MEDICAL SCIENCES, VIKARABAD"             , 391524 ,OU  ,OC  ,M  ,NO  ,P3
1387 ,"MAHAVIR INSTITUTE OF MEDICAL SCIENCES, VIKARABAD"             , 391860 ,OU  ,ST  ,F  ,NO  ,P1
1388 ,"MAHAVIR INSTITUTE OF MEDICAL SCIENCES, VIKARABAD"             , 392038 ,OU  ,ST  ,M  ,NO  ,P2
1389 ,"MAHAVIR INSTITUTE OF MEDICAL SCIENCES, VIKARABAD"             , 402671 ,NL  ,OC  ,M  ,NO  ,P2
1390 ,"MAHAVIR INSTITUTE OF MEDICAL SCIENCES, VIKARABAD"             , 403014 ,OU  ,BCD ,M  ,NO  ,P3
1391 ,"MAHAVIR INSTITUTE OF MEDICAL SCIENCES, VIKARABAD"             , 403232 ,OU  ,SC  ,F  ,NO  ,P1
1392 ,"MAHAVIR INSTITUTE OF MEDICAL SCIENCES, VIKARABAD"             , 412869 ,OU  ,OC  ,F  ,NO  ,P1
1393 ,"MAHAVIR INSTITUTE OF MEDICAL SCIENCES, VIKARABAD"             , 413142 ,OU  ,BCE ,M  ,NO  ,P1
1394 ,"MAHAVIR INSTITUTE OF MEDICAL SCIENCES, VIKARABAD"             , 417019 ,OU  ,BCA ,F  ,NO  ,P2
1395 ,"MAHAVIR INSTITUTE OF MEDICAL SCIENCES, VIKARABAD"             , 417269 ,OU  ,ST  ,F  ,NO  ,P1
1396 ,"MAHAVIR INSTITUTE OF MEDICAL SCIENCES, VIKARABAD"             , 421716 ,OU  ,SC  ,F  ,NO  ,P1
1397 ,"MAHAVIR INSTITUTE OF MEDICAL SCIENCES, VIKARABAD"             , 424992 ,OU  ,BCB ,F  ,NO  ,P3
1398 ,"MAHAVIR INSTITUTE OF MEDICAL SCIENCES, VIKARABAD"             , 428259 ,OU  ,OC  ,F  ,NO  ,P2
1399 ,"MAHAVIR INSTITUTE OF MEDICAL SCIENCES, VIKARABAD"             , 428391 ,OU  ,BCB ,F  ,NO  ,P1
1400 ,"MAHAVIR INSTITUTE OF MEDICAL SCIENCES, VIKARABAD"             , 429050 ,OU  ,OC  ,F  ,NO  ,P2
1401 ,"MAHAVIR INSTITUTE OF MEDICAL SCIENCES, VIKARABAD"             , 440602 ,OU  ,BCB ,F  ,NO  ,P3
1402 ,"MAHAVIR INSTITUTE OF MEDICAL SCIENCES, VIKARABAD"             , 442233 ,OU  ,BCE ,M  ,NO  ,P1
1403 ,"MAHAVIR INSTITUTE OF MEDICAL SCIENCES, VIKARABAD"             , 443890 ,OU  ,ST  ,F  ,NO  ,P1
1404 ,"MAHAVIR INSTITUTE OF MEDICAL SCIENCES, VIKARABAD"             , 444460 ,OU  ,OC  ,M  ,NO  ,P1
1405 ,"MAHAVIR INSTITUTE OF MEDICAL SCIENCES, VIKARABAD"             , 444807 ,OU  ,OC  ,F  ,NO  ,P1
1406 ,"MAHAVIR INSTITUTE OF MEDICAL SCIENCES, VIKARABAD"             , 445801 ,OU  ,BCD ,M  ,NO  ,P1
1407 ,"MAHAVIR INSTITUTE OF MEDICAL SCIENCES, VIKARABAD"             , 446284 ,OU  ,BCB ,F  ,NO  ,P1
1408 ,"MAHAVIR INSTITUTE OF MEDICAL SCIENCES, VIKARABAD"             , 448610 ,OU  ,OC  ,F  ,NO  ,P1
1409 ,"MAHAVIR INSTITUTE OF MEDICAL SCIENCES, VIKARABAD"             , 449231 ,NL  ,OC  ,M  ,NO  ,P3
1410 ,"MAHAVIR INSTITUTE OF MEDICAL SCIENCES, VIKARABAD"             , 450577 ,OU  ,OC  ,M  ,NO  ,P1
1411 ,"MAHAVIR INSTITUTE OF MEDICAL SCIENCES, VIKARABAD"             , 450918 ,OU  ,BCB ,M  ,NO  ,P3
1412 ,"MAHAVIR INSTITUTE OF MEDICAL SCIENCES, VIKARABAD"             , 453641 ,OU  ,BCD ,F  ,NO  ,P1
1413 ,"MAHAVIR INSTITUTE OF MEDICAL SCIENCES, VIKARABAD"             , 455155 ,OU  ,OC  ,F  ,NO  ,P1
1414 ,"MAHAVIR INSTITUTE OF MEDICAL SCIENCES, VIKARABAD"             , 455811 ,OU  ,BCD ,F  ,NO  ,P3
1415 ,"MAHAVIR INSTITUTE OF MEDICAL SCIENCES, VIKARABAD"             , 458728 ,OU  ,BCB ,M  ,NO  ,P1
1416 ,"MAHAVIR INSTITUTE OF MEDICAL SCIENCES, VIKARABAD"             , 460351 ,OU  ,OC  ,F  ,NO  ,P1
1417 ,"MAHAVIR INSTITUTE OF MEDICAL SCIENCES, VIKARABAD"             , 460558 ,OU  ,ST  ,F  ,NO  ,P1
1418 ,"MAHAVIR INSTITUTE OF MEDICAL SCIENCES, VIKARABAD"             , 462936 ,OU  ,BCD ,F  ,NO  ,P1
1419 ,"MAHAVIR INSTITUTE OF MEDICAL SCIENCES, VIKARABAD"             , 465187 ,OU  ,BCD ,F  ,NO  ,P3
1420 ,"MAHAVIR INSTITUTE OF MEDICAL SCIENCES, VIKARABAD"             , 465802 ,NL  ,OC  ,M  ,NO  ,P2
1421 ,"MAHAVIR INSTITUTE OF MEDICAL SCIENCES, VIKARABAD"             , 467741 ,OU  ,OC  ,F  ,NO  ,P3
1422 ,"MAHAVIR INSTITUTE OF MEDICAL SCIENCES, VIKARABAD"             , 470710 ,OU  ,SC  ,F  ,NO  ,P3
1423 ,"MAHAVIR INSTITUTE OF MEDICAL SCIENCES, VIKARABAD"             , 470711 ,OU  ,ST  ,F  ,NO  ,P3
1424 ,"MAHAVIR INSTITUTE OF MEDICAL SCIENCES, VIKARABAD"             , 470881 ,OU  ,ST  ,M  ,NO  ,P3
1425 ,"MAHAVIR INSTITUTE OF MEDICAL SCIENCES, VIKARABAD"             , 524816 ,OU  ,OC  ,F  ,NO  ,P3
1426 ,"MAHAVIR INSTITUTE OF MEDICAL SCIENCES, VIKARABAD"             , 562605 ,NL  ,OC  ,M  ,NO  ,P2
1427 ,"MAHAVIR INSTITUTE OF MEDICAL SCIENCES, VIKARABAD"             , 599857 ,NL  ,OC  ,F  ,NO  ,P1
1428 ,"MAHAVIR INSTITUTE OF MEDICAL SCIENCES, VIKARABAD"             , 621594 ,SVU ,BCB ,F  ,NO  ,P4
1429 ,"MAHAVIR INSTITUTE OF MEDICAL SCIENCES, VIKARABAD"             , 633630 ,NL  ,OC  ,F  ,NO  ,P2
1430 ,"MAHAVIR INSTITUTE OF MEDICAL SCIENCES, VIKARABAD"             , 654337 ,OU  ,BCD ,M  ,NO  ,P4
1431 ,"MAHAVIR INSTITUTE OF MEDICAL SCIENCES, VIKARABAD"             , 662468 ,NL  ,OC  ,M  ,NO  ,P3
1432 ,"MAHAVIR INSTITUTE OF MEDICAL SCIENCES, VIKARABAD"             , 665196 ,NL  ,OC  ,F  ,NO  ,P1
1433 ,"MAHAVIR INSTITUTE OF MEDICAL SCIENCES, VIKARABAD"             , 665571 ,NL  ,OC  ,F  ,NO  ,P3
1434 ,"MAHAVIR INSTITUTE OF MEDICAL SCIENCES, VIKARABAD"             , 675663 ,OU  ,OC  ,M  ,NO  ,P3
1435 ,"MAHAVIR INSTITUTE OF MEDICAL SCIENCES, VIKARABAD"             , 689986 ,NL  ,OC  ,F  ,NO  ,P2
1436 ,"MAHAVIR INSTITUTE OF MEDICAL SCIENCES, VIKARABAD"             , 708969 ,AU  ,OC  ,M  ,NO  ,P1
1437 ,"MAHAVIR INSTITUTE OF MEDICAL SCIENCES, VIKARABAD"             , 760783 ,NL  ,OC  ,F  ,NO  ,P2
1438 ,"MAHAVIR INSTITUTE OF MEDICAL SCIENCES, VIKARABAD"             , 803003 ,OU  ,BCD ,M  ,NO  ,P4
1439 ,"MAHAVIR INSTITUTE OF MEDICAL SCIENCES, VIKARABAD"             , 812841 ,NL  ,OC  ,M  ,NO  ,P4
1440 ,"MAHAVIR INSTITUTE OF MEDICAL SCIENCES, VIKARABAD"             , 849398 ,OU  ,OC  ,M  ,NO  ,P5
1441 ,"MAHAVIR INSTITUTE OF MEDICAL SCIENCES, VIKARABAD"             , 856068 ,OU  ,OC  ,F  ,NO  ,P2
1442 ,"MAHAVIR INSTITUTE OF MEDICAL SCIENCES, VIKARABAD"             , 944793 ,NL  ,OC  ,M  ,NO  ,P1
1443 ,"MAHAVIR INSTITUTE OF MEDICAL SCIENCES, VIKARABAD"             ,1181716 ,NL  ,OC  ,F  ,NO  ,P1
1444 ,"MAHAVIR INSTITUTE OF MEDICAL SCIENCES, VIKARABAD"             ,  66171 ,NL  ,OC  ,M  ,NO  ,P1
1445 ,"MAHAVIR INSTITUTE OF MEDICAL SCIENCES, VIKARABAD"             ,  67490 ,NL  ,OC  ,M  ,NO  ,P2
1446 ,"MAHAVIR INSTITUTE OF MEDICAL SCIENCES, VIKARABAD"             ,  77467 ,NL  ,OC  ,M  ,NO  ,P1
1447 ,"MAHAVIR INSTITUTE OF MEDICAL SCIENCES, VIKARABAD"             ,  83870 ,NL  ,OC  ,F  ,NO  ,P1
1448 ,"MAHAVIR INSTITUTE OF MEDICAL SCIENCES, VIKARABAD"             ,  83944 ,NL  ,OC  ,F  ,NO  ,P1
1449 ,"MAHAVIR INSTITUTE OF MEDICAL SCIENCES, VIKARABAD"             ,  85690 ,NL  ,OC  ,F  ,NO  ,P2
1450 ,"MAHAVIR INSTITUTE OF MEDICAL SCIENCES, VIKARABAD"             ,  85792 ,NL  ,OC  ,F  ,NO  ,P2
1451 ,"MAHAVIR INSTITUTE OF MEDICAL SCIENCES, VIKARABAD"             ,  86170 ,NL  ,OC  ,F  ,NO  ,P3
1452 ,"MAHAVIR INSTITUTE OF MEDICAL SCIENCES, VIKARABAD"             ,  87708 ,NL  ,OC  ,M  ,NO  ,P1
1453 ,"MAHAVIR INSTITUTE OF MEDICAL SCIENCES, VIKARABAD"             ,  88140 ,NL  ,OC  ,F  ,NO  ,P1
1454 ,"MAHAVIR INSTITUTE OF MEDICAL SCIENCES, VIKARABAD"             ,  88864 ,AU  ,OC  ,F  ,NO  ,P3
1455 ,"MAHAVIR INSTITUTE OF MEDICAL SCIENCES, VIKARABAD"             , 140543 ,OU  ,OC  ,F  ,NO  ,P1
1456 ,"MAHAVIR INSTITUTE OF MEDICAL SCIENCES, VIKARABAD"             , 147975 ,NL  ,BCB ,M  ,NO  ,P1
1457 ,"MAHAVIR INSTITUTE OF MEDICAL SCIENCES, VIKARABAD"             , 164202 ,OU  ,OC  ,F  ,NO  ,P2
1458 ,"MAHAVIR INSTITUTE OF MEDICAL SCIENCES, VIKARABAD"             , 172937 ,OU  ,OC  ,M  ,NO  ,P1
1459 ,"MAHAVIR INSTITUTE OF MEDICAL SCIENCES, VIKARABAD"             , 177581 ,OU  ,OC  ,M  ,NO  ,P1
1460 ,"MAHAVIR INSTITUTE OF MEDICAL SCIENCES, VIKARABAD"             , 180146 ,OU  ,OC  ,F  ,NO  ,P2
1461 ,"MAHAVIR INSTITUTE OF MEDICAL SCIENCES, VIKARABAD"             , 180203 ,OU  ,OC  ,F  ,NO  ,P1
1462 ,"MAHAVIR INSTITUTE OF MEDICAL SCIENCES, VIKARABAD"             , 180935 ,OU  ,BCD ,F  ,NO  ,P1
1463 ,"MAHAVIR INSTITUTE OF MEDICAL SCIENCES, VIKARABAD"             , 182868 ,OU  ,OC  ,F  ,NO  ,P1
1464 ,"MAHAVIR INSTITUTE OF MEDICAL SCIENCES, VIKARABAD"             , 187909 ,OU  ,OC  ,F  ,NO  ,P1
1465 ,"MAHAVIR INSTITUTE OF MEDICAL SCIENCES, VIKARABAD"             , 188164 ,OU  ,OC  ,F  ,NO  ,P1
1466 ,"MAHAVIR INSTITUTE OF MEDICAL SCIENCES, VIKARABAD"             , 188245 ,OU  ,BCD ,F  ,NO  ,P3
1467 ,"MAHAVIR INSTITUTE OF MEDICAL SCIENCES, VIKARABAD"             , 188466 ,OU  ,OC  ,M  ,NO  ,P1
1468 ,"MAHAVIR INSTITUTE OF MEDICAL SCIENCES, VIKARABAD"             , 189387 ,OU  ,OC  ,M  ,NO  ,P1
1469 ,"MAHAVIR INSTITUTE OF MEDICAL SCIENCES, VIKARABAD"             , 190818 ,OU  ,OC  ,M  ,NO  ,P1
1470 ,"MAHAVIR INSTITUTE OF MEDICAL SCIENCES, VIKARABAD"             , 191823 ,OU  ,BCB ,M  ,NO  ,P2
1471 ,"MAHAVIR INSTITUTE OF MEDICAL SCIENCES, VIKARABAD"             , 194612 ,OU  ,BCD ,M  ,NO  ,P2
