COLLEGE,RANK,LOC,CAT,SX,MINOR,NRI,ACDS,EWS,PHASE
"PRATIMA RELIEF INSTITUTE OF MEDICAL SCIENCES, WARANGAL",362059,OU,BCE,F,MSM,,,,P1
"PRATIMA RELIEF INSTITUTE OF MEDICAL SCIENCES, WARANGAL",363947,OU,BCA,M,,,,,P1
"PRATIMA RELIEF INSTITUTE OF MEDICAL SCIENCES, WARANGAL",368227,OU,BCD,M,,,,,P1
"PRATIMA RELIEF INSTITUTE OF MEDICAL SCIENCES, WARANGAL",371919,OU,ST,M,,,,,P1
"PRATIMA RELIEF INSTITUTE OF MEDICAL SCIENCES, WARANGAL",372627,OU,OC,F,,,,,P1
"PRATIMA RELIEF INSTITUTE OF MEDICAL SCIENCES, WARANGAL",372719,OU,BCA,F,,,,,P1
"PRATIMA RELIEF INSTITUTE OF MEDICAL SCIENCES, WARANGAL",383324,OU,BCD,M,,,,,P1
"PRATIMA RELIEF INSTITUTE OF MEDICAL SCIENCES, WARANGAL",388789,OU,BCB,F,,,,,P1
"PRATIMA RELIEF INSTITUTE OF MEDICAL SCIENCES, WARANGAL",389666,OU,SC,F,,,,,P1
"PRATIMA RELIEF INSTITUTE OF MEDICAL SCIENCES, WARANGAL",393359,OU,BCB,F,,,,,P1
"PRATIMA RELIEF INSTITUTE OF MEDICAL SCIENCES, WARANGAL",398481,OU,BCB,F,,,,,P1
"PRATIMA RELIEF INSTITUTE OF MEDICAL SCIENCES, WARANGAL",398643,OU,BCC,F,,,,,P1
"PRATIMA RELIEF INSTITUTE OF MEDICAL SCIENCES, WARANGAL",398684,OU,BCB,F,,,,,P1
"PRATIMA RELIEF INSTITUTE OF MEDICAL SCIENCES, WARANGAL",399056,OU,BCB,F,,,,,P1
"PRATIMA RELIEF INSTITUTE OF MEDICAL SCIENCES, WARANGAL",407610,OU,BCD,M,,,,,P1
"PRATIMA RELIEF INSTITUTE OF MEDICAL SCIENCES, WARANGAL",407987,OU,OC,F,,,,,P1
"PRATIMA RELIEF INSTITUTE OF MEDICAL SCIENCES, WARANGAL",419435,OU,OC,M,,,,,P1
"PRATIMA RELIEF INSTITUTE OF MEDICAL SCIENCES, WARANGAL",419816,OU,OC,F,,,,,P1
"PRATIMA RELIEF INSTITUTE OF MEDICAL SCIENCES, WARANGAL",420477,OU,SC,M,,,,,P1
"PRATIMA RELIEF INSTITUTE OF MEDICAL SCIENCES, WARANGAL",422844,OU,OC,M,,,,,P1
"PRATIMA RELIEF INSTITUTE OF MEDICAL SCIENCES, WARANGAL",425265,OU,OC,F,,,,,P1
"PRATIMA RELIEF INSTITUTE OF MEDICAL SCIENCES, WARANGAL",426374,OU,ST,M,,,,,P1
"PRATIMA RELIEF INSTITUTE OF MEDICAL SCIENCES, WARANGAL",428783,OU,BCD,F,,NRI,,,P1
"PRATIMA RELIEF INSTITUTE OF MEDICAL SCIENCES, WARANGAL",428802,OU,BCB,M,,,,,P1
"PRATIMA RELIEF INSTITUTE OF MEDICAL SCIENCES, WARANGAL",430697,OU,BCE,M,MSM,,,,P1
"PRATIMA RELIEF INSTITUTE OF MEDICAL SCIENCES, WARANGAL",436542,OU,BCD,F,,,,,P1
"PRATIMA RELIEF INSTITUTE OF MEDICAL SCIENCES, WARANGAL",438298,OU,SC,F,,,,,P1
"PRATIMA RELIEF INSTITUTE OF MEDICAL SCIENCES, WARANGAL",510797,OU,OC,M,MSM,NRI,,,P1
"PRATIMA RELIEF INSTITUTE OF MEDICAL SCIENCES, WARANGAL",607856,OU,OC,F,,NRI,,,P1
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",91286,NL,OC,M,,,,,P1
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",100501,NL,OC,F,,,,,P1
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",102305,NL,OC,F,,,,,P1
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",103591,NL,OC,M,,,,,P1
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",103753,SVU,OC,M,,,,,P1
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",105346,NL,OC,F,,,,,P1
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",105550,NL,OC,F,,,,,P1
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",107157,OU,OC,M,,,,,P1
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",171251,OU,OC,F,,,,,P1
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",176696,OU,BCD,M,,,,,P1
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",179287,OU,OC,F,,,,,P1
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",187907,OU,OC,F,,,,,P1
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",190669,OU,BCB,F,,,,,P1
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",192143,OU,BCB,F,,,,,P1
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",203256,OU,BCD,F,,,,,P1
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",204356,OU,BCE,M,MSM,,,,P1
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",209728,OU,BCD,F,,,,,P1
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",209758,OU,BCD,M,,,,,P1
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",212700,OU,BCB,M,,,,,P1
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",213969,OU,OC,F,MSM,,,,P1
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",216911,OU,OC,M,,,,,P1
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",217419,OU,OC,M,,,,,P1
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",218168,OU,BCD,M,,,,,P1
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",218456,OU,BCB,F,,,,,P1
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",219914,OU,BCD,M,,,,,P1
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",220468,OU,BCB,M,,,,,P1
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",221123,OU,BCD,F,,,,,P1
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",222601,OU,BCD,F,,,,,P1
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",224578,OU,OC,F,,,,,P1
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",226713,OU,BCD,F,,,,,P1
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",226966,OU,OC,M,,,,,P1
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",227576,OU,OC,M,,,,,P1
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",228464,OU,OC,F,,,,,P1
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",228694,OU,OC,F,,,,,P1
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",231077,OU,BCB,M,,,,,P1
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",231580,OU,BCD,F,,,,,P1
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",231715,OU,OC,M,,,,,P1
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",240320,OU,BCD,F,,,,,P1
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",242397,OU,BCD,M,,,,,P1
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",243902,OU,BCD,F,,,,,P1
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",245065,OU,OC,F,,,,,P1
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",249027,OU,BCD,F,,,,,P1
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",250033,OU,OC,F,,,,,P1
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",251916,OU,OC,M,,,,,P1
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",253505,OU,BCB,M,,,,,P1
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",256378,OU,BCD,F,,,,,P1
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",256448,OU,OC,F,,,,,P1
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",256661,OU,OC,F,,,,,P1
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",258024,OU,BCD,M,,,,,P1
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",258070,OU,BCD,F,,,,,P1
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",258261,OU,BCB,M,,,,,P1
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",259699,OU,BCB,F,,,,,P1
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",443771,OU,OC,F,,NRI,,,P1
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",463167,OU,OC,F,,NRI,,,P1
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",658444,OU,OC,F,,NRI,,,P1
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",671054,OU,SC,F,,NRI,,,P1
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",689655,OU,BCE,F,MSM,NRI,,,P1
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",700185,OU,ST,F,,NRI,,,P1
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",766443,OU,ST,F,,NRI,,,P1
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",769262,NL,OC,M,,NRI,,,P1
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",809165,OU,BCA,M,,NRI,,,P1
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",813202,OU,OC,F,,NRI,,,P1
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",822563,OU,OC,F,,NRI,,,P1
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",829941,OU,OC,M,MSM,NRI,,,P1
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",833776,OU,OC,F,,NRI,,,P1
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",881209,OU,BCD,M,,NRI,,,P1
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",999779,OU,OC,M,,NRI,,,P1
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",1002846,OU,BCB,F,,NRI,,,P1
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",1030911,OU,BCD,F,,NRI,,,P1
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",1103888,OU,ST,M,,NRI,,,P1
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",1110548,OU,ST,M,,NRI,,,P1
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",1139706,OU,BCA,F,,NRI,,,P1
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",99789,NL,OC,M,MSM,,,,P1
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",102067,NL,OC,F,,,,,P1
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",111115,NL,OC,F,,,,,P1
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",113923,NL,OC,F,,,,,P1
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",114887,NL,OC,F,,,,,P1
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",115577,NL,OC,F,,,,,P1
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",121560,NL,OC,M,,,,,P1
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",121761,NL,OC,M,,,,,P1
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",228723,OU,OC,M,MSM,,,,P1
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",270552,OU,BCB,F,,,,,P1
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",272995,OU,BCB,F,,,,,P1
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",281817,OU,BCB,M,,,,,P1
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",289020,OU,BCD,M,,,,,P1
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",289292,OU,OC,M,,,,,P1
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",296315,OU,BCB,F,MSM,,,,P1
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",320275,OU,SC,F,,,,,P1
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",339713,OU,BCA,F,,,,,P1
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",364784,OU,SC,F,,,,,P1
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",370362,OU,BCD,F,,,,,P1
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",370476,OU,OC,F,,,,,P1
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",377155,OU,BCB,F,,,,,P1
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",379769,OU,OC,F,,,,,P1
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",383183,OU,BCD,F,,,,,P1
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",396148,OU,BCA,M,,,,,P1
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",397602,OU,BCB,M,,,,,P1
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",398793,OU,SC,F,,,,,P1
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",407746,OU,BCE,F,MSM,,,,P1
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",407891,OU,OC,F,,,,,P1
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",408673,OU,OC,F,,,,,P1
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",410354,OU,OC,F,,,,,P1
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",414892,OU,BCD,F,,,,,P1
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",417019,OU,BCA,F,,,,,P1
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",418209,OU,BCB,F,,NRI,,,P1
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",419531,OU,BCD,M,,,,,P1
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",419680,OU,ST,M,,,,,P1
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",422064,OU,OC,F,MSM,,,,P1
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",422719,OU,OC,F,,NRI,,,P1
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",424992,OU,BCB,F,,,,,P1
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",426463,OU,OC,F,,NRI,,,P1
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",429050,OU,OC,F,,,,,P1
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",430718,OU,BCA,M,,,,,P1
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",431242,OU,BCD,M,,,,,P1
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",431405,OU,OC,M,MSM,,,,P1
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",431409,OU,OC,F,,,,,P1
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",432224,OU,BCD,M,,,,,P1
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",435828,OU,BCD,M,,,,,P1
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",439187,OU,OC,M,,,,,P1
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",439262,OU,BCA,M,,,,,P1
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",439392,OU,OC,M,,,,,P1
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",440825,OU,BCA,M,,,,,P1
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",440959,OU,OC,F,,,,,P1
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",441550,OU,BCB,M,,,,,P1
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",531317,NL,OC,F,,NRI,,,P1
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",642694,NL,SC,M,,NRI,,,P1
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",661202,NL,OC,M,,NRI,,,P1
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",677911,NL,OC,F,,NRI,,,P1
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",705387,NL,OC,F,,NRI,,,P1
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",818337,NL,OC,M,,NRI,,,P1
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",897145,NL,OC,M,,NRI,,,P1
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",912060,OU,OC,M,,NRI,,,P1
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",1093062,NL,OC,M,,NRI,,,P1
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",1215627,OU,BCC,M,,NRI,,,P1
"MNR MEDICAL COLLEGE, SANGAREDDY",107653,NL,OC,M,,,,,P1
"MNR MEDICAL COLLEGE, SANGAREDDY",112462,NL,OC,F,,,,,P1
"MNR MEDICAL COLLEGE, SANGAREDDY",115457,NL,OC,M,,,,,P1
"MNR MEDICAL COLLEGE, SANGAREDDY",118429,NL,OC,M,,,,,P1
"MNR MEDICAL COLLEGE, SANGAREDDY",119256,NL,OC,M,,,,,P1
"MNR MEDICAL COLLEGE, SANGAREDDY",123527,NL,OC,F,,,,,P1
"MNR MEDICAL COLLEGE, SANGAREDDY",123879,NL,OC,F,,,,,P1
"MNR MEDICAL COLLEGE, SANGAREDDY",125066,NL,OC,M,,,,,P1
"MNR MEDICAL COLLEGE, SANGAREDDY",205939,OU,OC,F,,,,,P1
"MNR MEDICAL COLLEGE, SANGAREDDY",292578,OU,BCD,M,,,,,P1
"MNR MEDICAL COLLEGE, SANGAREDDY",294560,OU,BCB,F,,NRI,,,P1
"MNR MEDICAL COLLEGE, SANGAREDDY",300939,OU,OC,F,,,,,P1
"MNR MEDICAL COLLEGE, SANGAREDDY",303002,OU,SC,M,,,,,P1
"MNR MEDICAL COLLEGE, SANGAREDDY",310404,OU,OC,F,,,,,P1
"MNR MEDICAL COLLEGE, SANGAREDDY",317504,OU,OC,F,,,,,P1
"MNR MEDICAL COLLEGE, SANGAREDDY",326911,OU,OC,M,,,,,P1
"MNR MEDICAL COLLEGE, SANGAREDDY",327588,OU,BCA,M,,,,,P1
"MNR MEDICAL COLLEGE, SANGAREDDY",330014,OU,BCA,M,,,,,P1
"MNR MEDICAL COLLEGE, SANGAREDDY",335371,OU,ST,F,,,,,P1
"MNR MEDICAL COLLEGE, SANGAREDDY",347677,OU,BCE,M,MSM,,,,P1
"MNR MEDICAL COLLEGE, SANGAREDDY",349902,OU,OC,F,,NRI,,,P1
"MNR MEDICAL COLLEGE, SANGAREDDY",351393,OU,OC,F,,,,,P1
"MNR MEDICAL COLLEGE, SANGAREDDY",353324,OU,BCD,F,,,,,P1
"MNR MEDICAL COLLEGE, SANGAREDDY",355365,OU,SC,F,,,,,P1
"MNR MEDICAL COLLEGE, SANGAREDDY",362460,OU,BCD,F,,,,,P1
"MNR MEDICAL COLLEGE, SANGAREDDY",363076,OU,OC,F,,,,,P1
"MNR MEDICAL COLLEGE, SANGAREDDY",364255,OU,BCB,M,,,,,P1
"MNR MEDICAL COLLEGE, SANGAREDDY",364541,OU,BCD,F,,,,,P1
"MNR MEDICAL COLLEGE, SANGAREDDY",365922,OU,BCE,F,MSM,,,,P1
"MNR MEDICAL COLLEGE, SANGAREDDY",369857,OU,SC,F,,,,,P1
"MNR MEDICAL COLLEGE, SANGAREDDY",373648,OU,BCD,M,,,,,P1
"MNR MEDICAL COLLEGE, SANGAREDDY",374592,OU,BCD,M,,,,,P1
"MNR MEDICAL COLLEGE, SANGAREDDY",375424,OU,OC,M,,,YES,,P1
"MNR MEDICAL COLLEGE, SANGAREDDY",379654,OU,ST,F,,,,,P1
"MNR MEDICAL COLLEGE, SANGAREDDY",379671,OU,BCB,M,,,,,P1
"MNR MEDICAL COLLEGE, SANGAREDDY",383390,OU,BCE,F,MSM,,,,P1
"MNR MEDICAL COLLEGE, SANGAREDDY",384350,OU,BCE,F,MSM,,,,P1
"MNR MEDICAL COLLEGE, SANGAREDDY",393935,OU,BCA,F,,,,,P1
"MNR MEDICAL COLLEGE, SANGAREDDY",396166,OU,OC,F,MSM,,,,P1
"MNR MEDICAL COLLEGE, SANGAREDDY",398962,OU,BCB,M,,,,,P1
"MNR MEDICAL COLLEGE, SANGAREDDY",400741,OU,SC,F,,,,,P1
"MNR MEDICAL COLLEGE, SANGAREDDY",401001,OU,BCA,F,,,,,P1
"MNR MEDICAL COLLEGE, SANGAREDDY",403014,OU,BCD,M,,,,,P1
"MNR MEDICAL COLLEGE, SANGAREDDY",409805,OU,OC,F,,,,,P1
"MNR MEDICAL COLLEGE, SANGAREDDY",409840,OU,BCD,M,,,,,P1
"MNR MEDICAL COLLEGE, SANGAREDDY",412814,OU,OC,F,,,,,P1
"MNR MEDICAL COLLEGE, SANGAREDDY",414619,OU,BCB,M,,,,,P1
"MNR MEDICAL COLLEGE, SANGAREDDY",415419,OU,OC,M,,,,,P1
"MNR MEDICAL COLLEGE, SANGAREDDY",417092,OU,SC,F,,,,,P1
"MNR MEDICAL COLLEGE, SANGAREDDY",420746,OU,OC,M,,NRI,,,P1
"MNR MEDICAL COLLEGE, SANGAREDDY",422089,OU,BCE,M,MSM,,,,P1
"MNR MEDICAL COLLEGE, SANGAREDDY",423014,OU,BCB,F,,,,,P1
"MNR MEDICAL COLLEGE, SANGAREDDY",438742,OU,OC,F,,NRI,,,P1
"MNR MEDICAL COLLEGE, SANGAREDDY",986181,OU,OC,M,,NRI,,,P1
"RVM MEDICAL COLLEGE, MULUGU",97446,NL,OC,M,,,,,P1
"RVM MEDICAL COLLEGE, MULUGU",101783,NL,OC,F,,,,,P1
"RVM MEDICAL COLLEGE, MULUGU",104772,NL,OC,F,,,,,P1
"RVM MEDICAL COLLEGE, MULUGU",106106,NL,OC,M,,,,,P1
"RVM MEDICAL COLLEGE, MULUGU",107791,NL,OC,F,MSM,,,,P1
"RVM MEDICAL COLLEGE, MULUGU",109719,NL,OC,F,MSM,,,,P1
"RVM MEDICAL COLLEGE, MULUGU",109899,NL,OC,M,,,,,P1
"RVM MEDICAL COLLEGE, MULUGU",110792,NL,OC,F,,,,,P1
"RVM MEDICAL COLLEGE, MULUGU",112744,NL,OC,M,,,,,P1
"RVM MEDICAL COLLEGE, MULUGU",114443,NL,OC,M,,,,,P1
"RVM MEDICAL COLLEGE, MULUGU",115359,NL,OC,F,,,,,P1
"RVM MEDICAL COLLEGE, MULUGU",119494,NL,OC,M,,,,,P1
"RVM MEDICAL COLLEGE, MULUGU",119546,NL,OC,F,,,,,P1
"RVM MEDICAL COLLEGE, MULUGU",188102,OU,OC,M,,,,,P1
"RVM MEDICAL COLLEGE, MULUGU",214609,OU,OC,M,,,,,P1
"RVM MEDICAL COLLEGE, MULUGU",251880,OU,BCD,F,,,,,P1
"RVM MEDICAL COLLEGE, MULUGU",253839,OU,BCD,M,,,,,P1
"RVM MEDICAL COLLEGE, MULUGU",257500,OU,OC,M,,,,,P1
"RVM MEDICAL COLLEGE, MULUGU",262063,OU,ST,M,,,,,P1
"RVM MEDICAL COLLEGE, MULUGU",267266,OU,OC,M,,,,,P1
"RVM MEDICAL COLLEGE, MULUGU",270348,OU,BCB,M,,,,,P1
"RVM MEDICAL COLLEGE, MULUGU",273973,OU,OC,F,,,,,P1
"RVM MEDICAL COLLEGE, MULUGU",282238,OU,BCD,M,,,,,P1
"RVM MEDICAL COLLEGE, MULUGU",289321,OU,OC,F,,,,,P1
"RVM MEDICAL COLLEGE, MULUGU",289606,OU,BCA,M,,,,,P1
"RVM MEDICAL COLLEGE, MULUGU",290240,OU,BCD,F,,,,,P1
"RVM MEDICAL COLLEGE, MULUGU",301083,OU,BCA,F,,,,,P1
"RVM MEDICAL COLLEGE, MULUGU",303329,OU,ST,F,,,,,P1
"RVM MEDICAL COLLEGE, MULUGU",308797,OU,ST,M,,,,,P1
"RVM MEDICAL COLLEGE, MULUGU",316010,OU,OC,F,,,,,P1
"RVM MEDICAL COLLEGE, MULUGU",316480,OU,BCB,F,,,,,P1
"RVM MEDICAL COLLEGE, MULUGU",321785,OU,BCB,F,,,,,P1
"RVM MEDICAL COLLEGE, MULUGU",321950,OU,BCA,M,,,,,P1
"RVM MEDICAL COLLEGE, MULUGU",322197,OU,OC,F,,,,,P1
"RVM MEDICAL COLLEGE, MULUGU",323642,OU,BCD,F,,,,,P1
"RVM MEDICAL COLLEGE, MULUGU",327796,OU,BCB,F,,,,,P1
"RVM MEDICAL COLLEGE, MULUGU",329479,OU,OC,M,,,,,P1
"RVM MEDICAL COLLEGE, MULUGU",331443,OU,OC,F,,,,,P1
"RVM MEDICAL COLLEGE, MULUGU",331833,OU,BCD,F,,,,,P1
"RVM MEDICAL COLLEGE, MULUGU",337430,OU,OC,F,,,,,P1
"RVM MEDICAL COLLEGE, MULUGU",338171,OU,BCD,F,,,,,P1
"RVM MEDICAL COLLEGE, MULUGU",341494,OU,BCB,M,,,,,P1
"RVM MEDICAL COLLEGE, MULUGU",345324,OU,BCA,F,,,,,P1
"RVM MEDICAL COLLEGE, MULUGU",350394,OU,BCD,M,,,,,P1
"RVM MEDICAL COLLEGE, MULUGU",351141,OU,OC,M,,,,,P1
"RVM MEDICAL COLLEGE, MULUGU",351564,OU,OC,F,,,,,P1
"RVM MEDICAL COLLEGE, MULUGU",351919,OU,OC,F,,NRI,,,P1
"RVM MEDICAL COLLEGE, MULUGU",354406,OU,BCB,F,,,,,P1
"RVM MEDICAL COLLEGE, MULUGU",355398,OU,BCB,F,,NRI,,,P1
"RVM MEDICAL COLLEGE, MULUGU",358329,OU,OC,F,,,,,P1
"RVM MEDICAL COLLEGE, MULUGU",359126,OU,OC,F,,,,,P1
"RVM MEDICAL COLLEGE, MULUGU",359363,OU,SC,F,,,,,P1
"RVM MEDICAL COLLEGE, MULUGU",359434,OU,OC,F,,,,,P1
"RVM MEDICAL COLLEGE, MULUGU",359687,OU,BCB,F,,,,,P1
"RVM MEDICAL COLLEGE, MULUGU",360205,OU,ST,F,,,,,P1
"RVM MEDICAL COLLEGE, MULUGU",360433,OU,SC,F,,NRI,,,P1
"RVM MEDICAL COLLEGE, MULUGU",361620,OU,SC,M,,,,,P1
"RVM MEDICAL COLLEGE, MULUGU",362011,OU,BCB,F,,,,,P1
"RVM MEDICAL COLLEGE, MULUGU",362413,OU,BCB,F,,,,,P1
"RVM MEDICAL COLLEGE, MULUGU",362686,OU,BCD,M,,,,,P1
"RVM MEDICAL COLLEGE, MULUGU",362724,OU,OC,M,,,,,P1
"RVM MEDICAL COLLEGE, MULUGU",363441,OU,BCD,M,,,,,P1
"RVM MEDICAL COLLEGE, MULUGU",363597,OU,ST,M,,,,,P1
