NEET Rank,NEET Roll No,NEET Score,Gender,Category,Local,EWS,State Rank
144130,1202010745,466,F,BCB,SVU,NO,6015
144137,1224010506,466,M,SC,AU,NO,6016
144138,1204090186,466,M,SC,SVU,NO,6017
144139,1202010670,466,F,BCA,SVU,NO,6018
144143,1205250235,466,F,OC,AU,NO,6019
144146,1205100060,466,F,SC,AU,NO,6020
144167,1205250188,466,M,BCD,AU,NO,6021
144179,1205030317,466,F,BCE,SVU,NO,6022
144200,1205040292,466,F,BCC,AU,NO,6023
144226,1205110466,466,F,OC,AU,NO,6024
144232,4201100700,466,F,OC,SVU,YES,6025
144238,1221020145,466,M,OC,SVU,NO,6026
144251,1206060276,466,F,OC,AU,YES,6027
144258,1205210202,466,F,OC,AU,YES,6028
144259,1206050509,466,M,BCA,AU,NO,6029
144293,1206010232,466,F,BCD,AU,NO,6030
144299,1205150260,466,F,BCB,SVU,NO,6031
144303,1205040049,466,F,BCA,AU,NO,6032
144311,1205060282,466,M,OC,SVU,YES,6033
144312,1201010201,466,F,OC,AU,NO,6034
144376,1205250112,466,M,BCB,AU,NO,6035
144379,1205090015,466,F,OC,SVU,YES,6036
144392,1224070220,466,F,BCA,AU,NO,6037
144407,1202040400,466,M,BCD,SVU,NO,6038
144437,1212010707,466,M,BCB,SVU,NO,6039
144485,1220050030,466,F,OC,AU,YES,6040
144488,4201030327,466,F,BCB,OU,NO,6041
144537,4205010111,466,F,BCE,OU,NO,6042
144570,1205270259,466,F,BCA,SVU,NO,6043
144577,1214010171,466,M,BCB,SVU,NO,6044
144578,1204050011,466,M,SC,SVU,NO,6045
144602,1202030181,466,F,BCE,SVU,NO,6046
144648,1201080129,466,F,OC,AU,YES,6047
144810,1205110050,466,F,BCB,AU,NO,6048
145020,1206010370,466,F,SC,AU,NO,6049
145071,1205170013,466,M,BCD,AU,NO,6050
145182,1205220008,465,M,SC,AU,NO,6051
145186,4206030155,465,F,BCB,OU,NO,6052
145194,1205230306,465,M,BCE,SVU,NO,6053
145202,1205190315,465,M,SC,SVU,NO,6054
145225,4208020201,465,F,SC,OU,NO,6055
145232,4201070330,465,M,SC,AU,NO,6056
145239,1201040027,465,F,ST,AU,NO,6057
145243,1205230049,465,M,SC,SVU,NO,6058
145251,1203030563,465,M,SC,SVU,NO,6059
145268,1206050324,465,F,OC,AU,YES,6060
145302,1224070283,465,F,ST,AU,NO,6061
145305,1205180363,465,F,BCB,AU,NO,6062
145318,1205190444,465,F,OC,AU,YES,6063
145324,1206080208,465,F,BCD,AU,NO,6064
145326,1206010391,465,F,OC,AU,NO,6065
145327,1205270202,465,F,BCD,SVU,NO,6066
145342,1204080158,465,F,BCB,SVU,NO,6067
145353,4204010119,465,F,BCD,OU,NO,6068
145365,1213010146,465,F,BCB,AU,NO,6069
145382,4219050281,465,F,SC,SVU,NO,6070
145383,1204010630,465,F,SC,SVU,NO,6071
145417,1202040138,465,F,BCD,SVU,NO,6072
145507,4201410035,465,M,BCB,OU,NO,6073
145522,1205200421,465,F,OC,AU,YES,6074
145562,4222020508,465,F,OC,OU,NO,6075
145597,4205090224,465,M,BCB,OU,NO,6076
145600,1205030281,465,F,SC,AU,NO,6077
145681,1202021015,465,F,OC,SVU,NO,6078
145695,1229010261,465,M,OC,AU,YES,6079
145730,1205080256,465,M,SC,SVU,NO,6080
145765,1229060103,465,F,OC,AU,NO,6081
145791,1205020839,465,M,BCB,AU,NO,6082
145809,1220080208,465,F,BCB,AU,NO,6083
145819,1222010769,465,M,BCA,AU,NO,6084
145842,1205040523,465,M,ST,SVU,NO,6085
145862,1205030717,465,F,BCB,AU,NO,6086
145929,1206010316,465,M,BCA,AU,NO,6087
146201,1204060464,465,M,BCE,SVU,NO,6088
146418,1205210246,464,M,BCA,AU,NO,6089
146442,1221010154,464,M,BCA,SVU,NO,6090
146446,1225010328,464,M,BCD,AU,NO,6091
146481,1202030266,464,F,OC,SVU,YES,6092
146491,1201030337,464,F,BCE,OU,NO,6093
146498,1203020440,464,F,BCA,SVU,NO,6094
146514,1202030653,464,M,SC,SVU,NO,6095
146540,1205030799,464,F,BCA,SVU,NO,6096
146542,1204010375,464,F,BCB,SVU,NO,6097
146549,1205060263,464,F,BCB,SVU,NO,6098
146590,1228030096,464,F,SC,AU,NO,6099
146620,1220020202,464,F,BCD,AU,NO,6100
146623,1205020677,464,M,BCA,AU,NO,6101
146625,1201050366,464,F,SC,AU,NO,6102
146627,1205050178,464,F,BCB,SVU,NO,6103
146632,1205110279,464,M,BCB,SVU,NO,6104
146636,4205070017,464,F,BCD,OU,NO,6105
146669,1228010376,464,F,BCB,AU,NO,6106
146695,1203040060,464,M,SC,SVU,NO,6107
146728,1205260159,464,F,BCB,AU,NO,6108
146758,1205070373,464,M,BCA,SVU,NO,6109
146770,1205040122,464,F,SC,AU,NO,6110
146863,1204060034,464,F,BCA,SVU,NO,6111
146873,4205100477,464,F,BCD,OU,NO,6112
146956,1224050046,464,M,BCB,AU,NO,6113
146994,1203010446,464,M,SC,SVU,NO,6114
147042,1203040244,464,F,SC,SVU,NO,6115
147052,1205050097,464,F,OC,SVU,NO,6116
147106,1205130268,464,F,ST,AU,NO,6117
147127,1205220184,464,F,OC,AU,YES,6118
147248,4205010104,464,F,OC,OU,NO,6119
147470,1205130109,463,F,OC,AU,NO,6120
147473,4202020611,463,F,BCD,OU,NO,6121
147484,1216010401,463,F,SC,AU,NO,6122
147485,1228040002,463,M,BCE,SVU,NO,6123
147487,1206030335,463,F,SC,AU,NO,6124
147495,4203030034,463,M,BCB,OU,NO,6125
147506,4203050226,463,F,ST,AU,NO,6126
147512,1205100443,463,F,BCB,AU,NO,6127
147514,1204010023,463,F,SC,SVU,NO,6128
147515,1203020752,463,M,BCD,SVU,NO,6129
147532,1205120251,463,M,SC,AU,NO,6130
147541,1206060410,463,F,SC,AU,NO,6131
147546,1202040540,463,F,BCA,SVU,NO,6132
147585,1201080178,463,F,BCE,AU,NO,6133
147601,1225010115,463,F,BCD,AU,NO,6134
147607,1203020239,463,F,BCB,SVU,NO,6135
147639,1205060308,463,F,ST,SVU,NO,6136
147651,1205200067,463,M,BCB,SVU,NO,6137
147654,1228010309,463,F,SC,AU,NO,6138
147697,1224020131,463,F,BCE,AU,NO,6139
147720,1205090033,463,M,BCD,AU,NO,6140
147771,1224080018,463,F,OC,AU,YES,6141
147816,1201090049,463,F,BCA,AU,NO,6142
147819,1206010030,463,F,BCC,AU,NO,6143
147837,1205110405,463,F,BCE,SVU,NO,6144
147844,4201460268,463,F,OC,OU,NO,6145
147850,1206070420,463,F,BCD,AU,NO,6146
147880,1220010618,463,M,BCE,AU,NO,6147
147893,1205020952,463,F,BCB,AU,NO,6148
147909,1201020021,463,M,OC,AU,NO,6149
147920,1205220022,463,M,BCD,AU,NO,6150
147994,1222020057,463,F,BCB,AU,NO,6151
147999,1205120154,463,M,BCE,SVU,NO,6152
148010,1202060058,463,F,BCB,SVU,NO,6153
148024,1206030383,463,F,BCA,AU,NO,6154
148047,1205270211,463,M,BCD,AU,NO,6155
148078,1203040225,463,M,BCB,SVU,NO,6156
148081,1205070569,463,M,BCA,AU,NO,6157
148092,1206150014,463,F,BCD,AU,NO,6158
148103,1201120353,463,M,BCA,AU,NO,6159
148120,1205040250,463,M,BCE,AU,NO,6160
148131,1205150077,463,M,BCD,AU,NO,6161
148157,1206020059,463,F,BCA,AU,NO,6162
148186,1202060277,463,F,BCB,SVU,NO,6163
148242,1204040510,463,F,SC,SVU,NO,6164
148377,1224010084,463,F,OC,AU,NO,6165
148444,4215020450,463,F,BCD,OU,NO,6166
148522,1205250130,462,F,SC,SVU,NO,6167
148526,1205170316,462,M,BCB,AU,NO,6168
148542,1205250250,462,M,BCE,SVU,NO,6169
148543,1201030343,462,F,SC,AU,NO,6170
148547,1206100262,462,F,BCD,AU,NO,6171
148557,1205040045,462,M,BCE,AU,NO,6172
148558,1205130240,462,F,BCD,SVU,NO,6173
148562,1203040036,462,F,BCB,SVU,NO,6174
148583,1205060139,462,M,BCD,SVU,NO,6175
148595,1228030109,462,M,SC,AU,NO,6176
148607,1206100463,462,F,BCA,AU,NO,6177
148609,1205130014,462,F,BCA,AU,NO,6178
148611,1205090423,462,F,BCD,AU,NO,6179
148617,1222030031,462,M,BCA,AU,NO,6180
148620,1221020276,462,F,BCC,SVU,NO,6181
148623,1205010939,462,M,BCD,AU,NO,6182
148625,1205040468,462,F,BCB,AU,NO,6183
148631,1220040024,462,M,BCA,AU,NO,6184
148651,1205190241,462,M,SC,AU,NO,6185
148665,1221010189,462,M,SC,SVU,NO,6186
148701,4219020227,462,M,OC,OU,NO,6187
148717,1205160372,462,F,SC,SVU,NO,6188
148720,1223020335,462,F,BCB,SVU,NO,6189
148724,1228010203,462,F,BCA,AU,NO,6190
148734,1225010202,462,F,BCA,AU,NO,6191
148735,1219020050,462,F,BCE,AU,NO,6192
148748,1205040068,462,F,OC,AU,YES,6193
148806,1204050068,462,M,SC,SVU,NO,6194
148807,1205180450,462,F,SC,SVU,NO,6195
148814,1205200120,462,M,BCE,SVU,NO,6196
148828,1205140466,462,F,BCD,SVU,NO,6197
148845,2001460070,462,M,SC,AU,NO,6198
148878,1205090258,462,F,BCD,AU,NO,6199
148882,1205160040,462,M,BCA,SVU,NO,6200
148900,4201440321,462,M,BCD,APNL,NO,6201
148922,1205130430,462,M,SC,SVU,NO,6202
148951,1212030152,462,F,BCB,SVU,NO,6203
149097,1205220358,462,F,BCA,AU,NO,6204
149100,1224010011,462,F,OC,AU,YES,6205
149197,1205040348,462,M,BCA,AU,NO,6206
149222,1205080293,462,M,OC,AU,NO,6207
149224,1205060328,462,F,SC,SVU,NO,6208
149399,1206040119,462,F,BCD,AU,NO,6209
149695,1228030129,461,M,SC,AU,NO,6210
149701,1205030052,461,M,ST,OU,NO,6211
149703,1205060445,461,F,BCB,AU,NO,6212
149711,1203010889,461,F,SC,SVU,NO,6213
149720,4201250315,461,F,BCD,OU,NO,6214
149726,1228030094,461,M,BCD,SVU,NO,6215
149731,1224030158,461,F,SC,AU,NO,6216
149744,1205180299,461,M,BCA,SVU,NO,6217
149749,1201120417,461,F,BCE,AU,NO,6218
149753,1205060343,461,F,BCB,AU,NO,6219
149754,1203060084,461,F,BCA,SVU,NO,6220
149759,4201090502,461,F,BCB,OU,NO,6221
149760,1202050555,461,F,SC,SVU,NO,6222
149787,1206140187,461,F,OC,AU,NO,6223
149803,1202020279,461,F,BCB,SVU,NO,6224
149813,4205070163,461,M,BCB,OU,NO,6225
149840,1229020023,461,M,SC,AU,NO,6226
149844,1203010033,461,F,BCA,SVU,NO,6227
149853,4208020768,461,F,ST,OU,NO,6228
149860,1222040019,461,M,SC,AU,NO,6229
149880,1204050486,461,M,OC,SVU,NO,6230
149887,2713030699,461,F,BCE,SVU,NO,6231
149906,1205020208,461,F,OC,AU,NO,6232
149911,1205150294,461,F,OC,AU,NO,6233
149963,1205160005,461,M,BCD,AU,NO,6234
150019,1224040220,461,F,OC,AU,NO,6235
150036,1205110110,461,F,OC,AU,NO,6236
150067,1204010221,461,F,BCD,SVU,NO,6237
150073,1205230243,461,M,BCD,AU,NO,6238
150089,1206020163,461,F,BCB,AU,NO,6239
150116,4201390170,461,F,BCB,OU,NO,6240
150145,1205020224,461,F,BCA,SVU,NO,6241
150170,4201110049,461,F,BCB,AU,NO,6242
150198,1201070007,461,M,BCE,AU,NO,6243
150219,4201450164,461,F,BCB,OU,NO,6244
150307,1202030216,461,M,BCA,SVU,NO,6245
150352,1205270484,461,M,BCB,AU,NO,6246
150355,1205120312,461,M,SC,AU,NO,6247
150437,1205200289,461,F,BCD,AU,NO,6248
150502,1205040346,461,M,OC,AU,NO,6249
150503,1220010921,461,M,OC,AU,NO,6250
150592,1206060014,461,M,OC,AU,NO,6251
150611,1221010652,461,F,BCA,SVU,NO,6252
150640,1204030295,461,M,OC,SVU,YES,6253
150754,1224030218,461,M,OC,AU,YES,6254
150872,1219020568,460,F,SC,SVU,NO,6255
150879,1205230008,460,F,SC,AU,NO,6256
150883,1206160468,460,F,BCA,AU,NO,6257
150890,1229060011,460,F,BCB,AU,NO,6258
150892,1205130355,460,M,BCA,AU,NO,6259
150906,1202050145,460,M,BCB,SVU,NO,6260
150910,1202030451,460,F,SC,SVU,NO,6261
150912,1205010669,460,F,BCB,SVU,NO,6262
150914,1205030725,460,M,BCA,SVU,NO,6263
150920,1206130333,460,F,BCB,AU,NO,6264
150943,1203030069,460,M,OC,AU,NO,6265
150962,1203020637,460,F,BCE,SVU,NO,6266
150972,1222030092,460,F,BCD,SVU,NO,6267
150977,1205120115,460,F,BCE,SVU,NO,6268
150987,2712200150,460,F,OC,AU,NO,6269
150989,1219020333,460,F,SC,SVU,NO,6270
150998,1203060573,460,M,OC,SVU,NO,6271
151060,1201040153,460,F,BCC,AU,NO,6272
151067,1214010559,460,F,SC,AU,NO,6273
151071,1228020056,460,F,BCD,AU,NO,6274
151088,1202050052,460,F,BCE,SVU,NO,6275
151091,1222010172,460,F,SC,AU,NO,6276
151100,1228020054,460,M,BCD,AU,NO,6277
151108,4201420182,460,F,OC,OU,NO,6278
151118,1203010172,460,M,BCE,SVU,NO,6279
151124,1205110374,460,M,OC,AU,NO,6280
151140,1205080012,460,F,BCB,AU,NO,6281
151218,4201410190,460,F,SC,OU,NO,6282
151224,1201040002,460,F,BCE,AU,NO,6283
151227,1205100451,460,F,BCD,SVU,NO,6284
151332,1224060145,460,F,BCA,AU,NO,6285
151339,1204060022,460,F,BCD,SVU,NO,6286
151356,1205020494,460,F,SC,AU,NO,6287
151357,1203030057,460,M,BCE,SVU,NO,6288
151361,1203030386,460,M,SC,SVU,NO,6289
151448,1205080300,460,F,SC,AU,NO,6290
151455,1222040299,460,M,SC,AU,NO,6291
151457,1204040213,460,M,BCE,SVU,NO,6292
151474,1206090298,460,M,OC,AU,NO,6293
151495,1202040673,460,M,SC,SVU,NO,6294
151542,2712020731,460,F,OC,SVU,NO,6295
151601,4201150071,460,M,OC,OU,NO,6296
151649,1202020074,460,F,SC,SVU,NO,6297
151669,1205250324,460,M,BCD,AU,NO,6298
151672,1205140122,460,M,BCD,SVU,NO,6299
151791,3905280335,460,F,BCD,OU,NO,6300
151795,1205010275,460,M,OC,AU,NO,6301
151862,4201450052,460,M,BCE,OU,NO,6302
151871,1205020284,460,F,SC,AU,NO,6303
151896,1205050217,460,F,OC,AU,NO,6304
151992,1206010463,460,M,BCA,AU,NO,6305
152071,1201010356,459,F,SC,AU,NO,6306
152076,1206020118,459,M,SC,AU,NO,6307
152079,1203020693,459,F,SC,SVU,NO,6308
152080,1203040259,459,M,BCE,SVU,NO,6309
152088,1205270217,459,F,BCD,AU,NO,6310
152094,1213010136,459,F,SC,AU,NO,6311
152111,1203020296,459,F,SC,SVU,NO,6312
152112,1205180167,459,M,BCE,AU,NO,6313
152119,1205080403,459,F,BCB,SVU,NO,6314
152121,1205060490,459,M,SC,AU,NO,6315
152126,1205240201,459,F,BCD,AU,NO,6316
152132,1204020001,459,F,OC,SVU,NO,6317
152149,1205010886,459,F,ST,SVU,NO,6318
152152,1201040337,459,M,BCE,AU,NO,6319
152157,1205220243,459,M,BCE,SVU,NO,6320
152163,1206080302,459,M,BCD,AU,NO,6321
152167,1203020272,459,F,BCB,SVU,NO,6322
152190,1203010624,459,M,OC,SVU,YES,6323
152204,1204040372,459,F,BCB,SVU,NO,6324
152212,1219010168,459,F,BCB,SVU,NO,6325
152216,1202050488,459,M,BCD,SVU,NO,6326
152238,1219010667,459,F,BCD,SVU,NO,6327
152243,1205160352,459,F,OC,AU,NO,6328
152259,1202040115,459,F,BCC,SVU,NO,6329
152270,1202060446,459,F,ST,SVU,NO,6330
152278,1205040610,459,F,BCB,SVU,NO,6331
152296,4201020020,459,M,OC,APNL,NO,6332
152327,1225010029,459,M,BCD,AU,NO,6333
152339,1201090213,459,F,BCA,AU,NO,6334
152340,1204040634,459,F,SC,SVU,NO,6335
152369,1205070547,459,M,BCD,SVU,NO,6336
152374,1205050367,459,M,OC,SVU,YES,6337
152400,1224010254,459,F,BCB,AU,NO,6338
152416,1228010227,459,M,BCA,SVU,NO,6339
152452,4203020135,459,F,OC,NL,NO,6340
152474,1205150070,459,M,BCD,AU,NO,6341
152483,1205180446,459,F,OC,AU,NO,6342
152526,4201380147,459,M,BCD,OU,NO,6343
152580,2712011098,459,F,OC,APNL,NO,6344
152602,4205020363,459,M,BCA,OU,NO,6345
152622,1204040453,459,F,ST,SVU,NO,6346
152652,1206080193,459,F,BCE,AU,NO,6347
152767,1205110280,459,F,OC,SVU,YES,6348
152845,1205060077,459,M,BCD,AU,NO,6349
152847,4201270368,459,M,BCB,SVU,NO,6350
152992,4219050234,459,F,OC,OU,NO,6351
152994,1206100077,459,F,BCA,AU,NO,6352
153114,1224030264,459,F,SC,AU,NO,6353
153228,1212020535,458,F,SC,SVU,NO,6354
153232,4201190158,458,M,BCE,SVU,NO,6355
153234,1229060197,458,F,BCD,AU,NO,6356
153248,1206110138,458,F,ST,AU,NO,6357
153250,1204030674,458,F,BCE,SVU,NO,6358
153255,1205020306,458,F,SC,AU,NO,6359
153259,1206080423,458,F,BCD,AU,NO,6360
153270,1201030220,458,F,SC,AU,NO,6361
153275,1201040280,458,M,BCB,AU,NO,6362
153277,1204040025,458,M,SC,SVU,NO,6363
153278,1205170181,458,F,SC,AU,NO,6364
153281,1205040803,458,F,SC,OU,NO,6365
153286,1206060039,458,F,BCD,AU,NO,6366
153292,4201040068,458,F,BCB,OU,NO,6367
153317,1201090114,458,M,ST,AU,NO,6368
153318,1205040782,458,M,ST,AU,NO,6369
153320,1206120270,458,F,BCD,AU,NO,6370
153330,1228020104,458,F,SC,AU,NO,6371
153349,1206060531,458,F,BCB,AU,NO,6372
153366,1228030032,458,M,SC,AU,NO,6373
153369,1203020401,458,M,SC,SVU,NO,6374
153377,4201350238,458,F,BCA,SVU,NO,6375
153383,1205100157,458,F,OC,AU,YES,6376
153388,1224040233,458,M,SC,AU,NO,6377
153406,1205190350,458,M,BCB,SVU,NO,6378
153452,4201410182,458,M,BCA,OU,NO,6379
153457,1228040004,458,M,BCB,AU,NO,6380
153463,1205240322,458,F,BCB,SVU,NO,6381
153475,1222040208,458,M,OC,AU,YES,6382
153489,1206060015,458,F,BCA,AU,NO,6383
153495,1220060019,458,F,BCA,AU,NO,6384
153509,1205020149,458,F,BCE,AU,NO,6385
153532,1205040552,458,F,BCB,SVU,NO,6386
153534,1213010821,458,F,BCA,AU,NO,6387
153574,1224030185,458,F,BCB,AU,NO,6388
153641,1206030616,458,F,SC,AU,NO,6389
153674,1228010232,458,F,BCB,AU,NO,6390
153688,1206060021,458,M,SC,AU,NO,6391
153698,1205100498,458,M,SC,SVU,NO,6392
153714,1206070151,458,M,BCA,AU,NO,6393
153718,1205250137,458,M,SC,AU,NO,6394
153720,1205200096,458,F,OC,AU,YES,6395
153733,1206010348,458,F,BCB,AU,NO,6396
153739,1224070203,458,F,BCB,AU,NO,6397
153752,1204020360,458,F,ST,SVU,NO,6398
153755,1205140172,458,F,BCB,SVU,NO,6399
153775,1206120244,458,F,BCD,AU,NO,6400
153884,1205080121,458,F,BCA,AU,NO,6401
153890,1205050019,458,M,BCE,SVU,NO,6402
153978,1221010687,458,F,SC,SVU,NO,6403
154019,1212020526,458,F,OC,AU,NO,6404
154052,4219020271,458,F,BCB,OU,NO,6405
154149,1206030492,458,F,SC,AU,NO,6406
154239,1205130120,458,M,OC,AU,NO,6407
154303,1205010558,458,F,SC,SVU,NO,6408
154347,9903010004,458,F,BCA,APNL,NO,6409
154428,1205140269,458,M,BCB,AU,NO,6410
154466,1224070209,457,F,BCB,AU,NO,6411
154475,1205050063,457,M,BCE,SVU,NO,6412
154479,1203020378,457,F,OC,SVU,YES,6413
154491,1206020448,457,F,BCD,AU,NO,6414
154497,1202020851,457,F,OC,SVU,YES,6415
154505,4220010299,457,M,ST,OU,NO,6416
154515,1205150331,457,M,SC,AU,NO,6417
154526,1201030211,457,F,BCE,AU,NO,6418
154556,1205050289,457,M,BCE,SVU,NO,6419
154584,1225010518,457,F,BCA,AU,NO,6420
154599,1205030738,457,F,BCA,AU,NO,6421
154603,4219020273,457,F,BCA,SVU,NO,6422
154617,1201030322,457,F,BCB,AU,NO,6423
154620,1220040262,457,M,OC,AU,YES,6424
154623,1203010769,457,F,BCA,SVU,NO,6425
154631,1203040326,457,F,BCA,SVU,NO,6426
154647,1222010766,457,F,SC,AU,NO,6427
154652,1205130282,457,F,BCB,SVU,NO,6428
154657,1220030246,457,M,BCB,AU,NO,6429
154665,1203020210,457,F,OC,SVU,NO,6430
154678,1201020382,457,M,OC,AU,YES,6431
154691,1220060028,457,F,OC,AU,YES,6432
154711,1205270161,457,F,BCB,SVU,NO,6433
154717,4201010514,457,M,BCB,OU,NO,6434
154732,1205220294,457,F,OC,AU,NO,6435
154733,1219030123,457,F,BCA,SVU,NO,6436
154737,1205020281,457,F,OC,AU,NO,6437
154737,1205020281,457,Female,OC,AU,NO,6438
154791,1205110393,457,M,BCE,SVU,NO,6439
154811,1205020360,457,M,SC,SVU,NO,6440
154878,4208080381,457,F,OC,OU,NO,6441
154881,1203060572,457,F,BCA,SVU,NO,6442
154893,1229010001,457,F,SC,AU,NO,6443
154921,1201020490,457,M,BCE,AU,NO,6444
154948,3114010713,457,F,OC,NL,NO,6445
154958,1205010206,457,F,OC,SVU,YES,6446
155010,1205090227,457,M,BCB,SVU,NO,6447
155017,1204010882,457,M,BCA,SVU,NO,6448
155101,1205120424,457,F,OC,OU,NO,6449
155156,1206120207,457,F,BCD,AU,NO,6450
155170,1205070264,457,M,OC,AU,NO,6451
155173,1201100132,457,F,BCA,AU,NO,6452
155181,4217010281,457,F,OC,OU,NO,6453
155231,1206080144,457,F,SC,AU,NO,6454
155244,1201020386,457,M,OC,AU,NO,6455
155251,1206050026,457,M,BCD,AU,NO,6456
155254,1203060650,457,F,BCD,SVU,NO,6457
155421,1205010808,457,M,BCC,APNL,NO,6458
155427,1224050232,457,F,BCD,APNL,NO,6459
155557,1213010768,457,M,OC,AU,NO,6460
155601,1203020427,456,F,BCB,SVU,NO,6461
155607,1205130438,456,M,BCA,SVU,NO,6462
155608,1220030221,456,M,SC,AU,NO,6463
155609,4204030236,456,M,BCA,AU,NO,6464
155613,1201050115,456,F,OC,AU,YES,6465
155621,1205270220,456,M,BCD,SVU,NO,6466
155625,1203010472,456,M,BCE,SVU,NO,6467
155627,1206050256,456,M,BCA,AU,NO,6468
155644,1205210005,456,F,SC,AU,NO,6469
155645,1205040325,456,M,OC,AU,YES,6470
155655,1206130182,456,F,BCB,AU,NO,6471
155660,1224030147,456,F,SC,AU,NO,6472
155661,4201370120,456,F,BCE,SVU,NO,6473
155664,1224050190,456,M,OC,AU,NO,6474
155667,1205070364,456,F,ST,AU,NO,6475
155673,1219020517,456,M,OC,SVU,NO,6476
155682,1219010175,456,F,BCC,SVU,NO,6477
155684,1222040043,456,F,SC,AU,NO,6478
155689,1205150383,456,F,OC,SVU,NO,6479
155694,1206010053,456,F,SC,AU,NO,6480
155697,1205190250,456,F,BCD,AU,NO,6481
155699,1216020327,456,M,OC,AU,NO,6482
155700,1205240373,456,M,SC,AU,NO,6483
155734,1222040046,456,F,BCE,AU,NO,6484
155754,1204020328,456,M,BCA,SVU,NO,6485
155755,1205040264,456,M,BCA,SVU,NO,6486
155768,1205200403,456,M,BCA,SVU,NO,6487
155791,1204090221,456,F,SC,SVU,NO,6488
155828,1205170468,456,F,SC,SVU,NO,6489
155839,1206010723,456,F,BCD,AU,NO,6490
155858,1222010163,456,F,SC,AU,NO,6491
155920,4208020103,456,M,ST,OU,NO,6492
155932,1205060390,456,M,BCD,AU,NO,6493
155949,1205060167,456,F,BCD,AU,NO,6494
155961,1224030361,456,F,OC,AU,YES,6495
156013,1212040072,456,F,BCB,SVU,NO,6496
156075,4201270148,456,F,BCA,OU,NO,6497
156125,1205020776,456,F,SC,SVU,NO,6498
156127,1203060551,456,M,BCD,SVU,NO,6499
156138,1225020198,456,F,BCA,AU,NO,6500
156142,1203020441,456,M,OC,SVU,NO,6501
156148,1205150169,456,F,SC,AU,NO,6502
156168,2712130263,456,M,OC,APNL,NO,6503
156172,1206080046,456,F,BCD,AU,NO,6504
156173,1205090345,456,F,OC,AU,NO,6505
156246,1205080388,456,M,BCB,SVU,NO,6506
156256,4221040040,456,F,OC,OU,YES,6507
156302,1205150141,456,M,BCD,AU,NO,6508
156351,1201080342,456,F,OC,AU,NO,6509
156391,1206150028,456,F,SC,AU,NO,6510
156440,1219030163,456,F,BCE,SVU,NO,6511
156544,1206100136,456,F,BCD,AU,NO,6512
156606,1203040528,456,M,OC,SVU,YES,6513
156703,1205140180,456,M,OC,SVU,NO,6514
156792,1201120096,455,F,BCE,AU,NO,6515
156794,1203030328,455,M,BCD,SVU,NO,6516
156796,1205010970,455,F,BCA,AU,NO,6517
156797,1225050179,455,F,BCA,AU,NO,6518
156803,1205070089,455,M,ST,AU,NO,6519
156806,4219010628,455,M,ST,OU,NO,6520
156808,1205090074,455,F,ST,AU,NO,6521
156811,4201520186,455,M,BCD,OU,NO,6522
156825,1204070139,455,F,BCB,SVU,NO,6523
156827,4201290091,455,F,BCB,OU,NO,6524
156828,1221010112,455,M,BCE,SVU,NO,6525
156829,1205170351,455,F,BCB,AU,NO,6526
156857,1205200087,455,F,BCA,AU,NO,6527
156858,1224030055,455,F,SC,AU,NO,6528
156864,1205160319,455,M,BCA,SVU,NO,6529
156866,1220010365,455,F,SC,AU,NO,6530
156867,1222020378,455,M,SC,AU,NO,6531
156878,1228030150,455,F,BCD,AU,NO,6532
156890,1229060180,455,M,SC,AU,NO,6533
156899,1201080230,455,M,ST,AU,NO,6534
156902,1205210124,455,F,BCA,SVU,NO,6535
156905,1220030046,455,M,OC,AU,YES,6536
156910,1206120030,455,F,BCD,AU,NO,6537
156915,1202040085,455,M,SC,SVU,NO,6538
156961,1216030143,455,F,BCA,AU,NO,6539
156962,1203020307,455,F,BCD,SVU,NO,6540
156973,1204030388,455,M,SC,SVU,NO,6541
156980,1220080179,455,F,BCB,AU,NO,6542
156985,1221020008,455,F,SC,SVU,NO,6543
157012,1201040117,455,F,BCE,APNL,NO,6544
157014,1205030108,455,F,BCA,SVU,NO,6545
157024,1205040490,455,F,ST,SVU,NO,6546
157029,1205120423,455,F,SC,AU,NO,6547
157032,1224050215,455,F,BCB,AU,NO,6548
157035,4201510022,455,M,ST,OU,NO,6549
157039,1203010884,455,F,BCA,SVU,NO,6550
157047,1212020193,455,M,OC,SVU,YES,6551
157060,1205240132,455,F,BCD,AU,NO,6552
157104,1201080147,455,F,SC,AU,NO,6553
157107,1205200386,455,M,SC,AU,NO,6554
157120,1203030485,455,F,BCA,SVU,NO,6555
157125,1205090387,455,F,SC,AU,NO,6556
157131,1221010666,455,M,BCA,SVU,NO,6557
157210,4208070238,455,M,ST,OU,NO,6558
157249,1205080363,455,F,OC,SVU,YES,6559
157250,1205010395,455,M,OC,AU,NO,6560
157251,1220010052,455,F,SC,AU,NO,6561
157265,1205090413,455,M,SC,SVU,NO,6562
157379,1205150394,455,M,OC,SVU,NO,6563
157510,1205160447,455,F,OC,AU,YES,6564
157582,1205240238,455,M,SC,SVU,NO,6565
157683,1205260082,455,M,BCB,AU,NO,6566
157697,1201090280,455,F,BCD,AU,NO,6567
157709,1206060380,455,M,BCD,AU,NO,6568
157757,1205070086,455,F,OC,SVU,YES,6569
157790,1225010661,455,M,BCA,AU,NO,6570
157979,1221020525,455,M,BCD,SVU,NO,6571
158022,1205160434,454,M,BCA,SVU,NO,6572
158031,1220050083,454,F,OC,AU,YES,6573
